cik,name,alias
0000835357,EQUITABLE FINANCIAL LIFE INSURANCE CO OF AMERICA,
0000835357,EQUITABLE FINANCIAL LIFE INSURANCE CO OF AMERICA,MONY LIFE INSURANCE CO OF AMERICA
0000835357,EQUITABLE FINANCIAL LIFE INSURANCE CO OF AMERICA,MONY LIFE INSURANCE COMPANY OF AMERICA
0000835662,"AiXin Life International, Inc.",
0000835662,"AiXin Life International, Inc.",MERCARI COMMUNICATIONS GROUP LTD
0000836147,MIDDLEFIELD BANC CORP,
0000836157,LINDSAY CORP,
0000836157,LINDSAY CORP,LINDSAY MANUFACTURING CO
0000836564,Mosaic ImmunoEngineering Inc.,
0000836564,Mosaic ImmunoEngineering Inc.,PATRIOT FINANCIAL CORP
0000836564,Mosaic ImmunoEngineering Inc.,PATRIOT SCIENTIFIC CORP
0000836690,INNOVATIVE SOLUTIONS & SUPPORT INC,
0000837010,VOYA RETIREMENT INSURANCE & ANNUITY Co,
0000837010,VOYA RETIREMENT INSURANCE & ANNUITY Co,AETNA LIFE INSURANCE & ANNUITY CO /CT
0000837010,VOYA RETIREMENT INSURANCE & ANNUITY Co,ING LIFE INSURANCE & ANNUITY CO
0000837465,Topgolf Callaway Brands Corp.,
0000837465,Topgolf Callaway Brands Corp.,CALLAWAY GOLF
0000837465,Topgolf Callaway Brands Corp.,CALLAWAY GOLF CO
0000837852,,
0000838875,WILLAMETTE VALLEY VINEYARDS INC,
0000839087,VASO Corp,
0000839087,VASO Corp,FUTURE MEDICAL PRODUCTS INC /DE/
0000839087,VASO Corp,VASOMEDICAL INC
0000839087,VASO Corp,"VASOMEDICAL, INC"
0000839470,"WESTWATER RESOURCES, INC.",
0000839470,"WESTWATER RESOURCES, INC.",URANIUM RESOURCES INC /DE/
0000840489,"FirstCash Holdings, Inc.",
0000840489,"FirstCash Holdings, Inc.",FIRST CASH FINANCIAL SERVICES INC
0000840489,"FirstCash Holdings, Inc.",FIRST CASH INC
0000840489,"FirstCash Holdings, Inc.","FIRSTCASH, INC"
0000840715,CLEARONE INC,
0000840715,CLEARONE INC,CLEARONE COMMUNICATIONS INC
0000840715,CLEARONE INC,GENTNER COMMUNICATIONS CORP
0000840715,CLEARONE INC,GENTNER ELECTRONICS CORP
0000842023,BIO-TECHNE Corp,
0000842023,BIO-TECHNE Corp,TECHNE CORP /MN/
0000842162,LEAR CORP,
0000842162,LEAR CORP,LEAR CORP /DE/
0000842162,LEAR CORP,LEAR SEATING CORP
0000842162,LEAR CORP,LEAR SIEGLER SEATING CORP
0000842517,ISABELLA BANK Corp,
0000842517,ISABELLA BANK Corp,IBT BANCORP INC /MI/
0000842517,ISABELLA BANK Corp,ISABELLA BANK CORP
0000842518,EVANS BANCORP INC,
0000842633,TRIMAS CORP,
0000842717,"BLUE RIDGE BANKSHARES, INC.",
0000842717,"BLUE RIDGE BANKSHARES, INC.",BLUE RIDGE BANKSHARES INC
0000843006,ACCESS Newswire Inc.,
0000843006,ACCESS Newswire Inc.,DOCUCON INC
0000843006,ACCESS Newswire Inc.,DOCUCON INCORPORATED
0000843006,ACCESS Newswire Inc.,ISSUER DIRECT CORP
0000844059,"FRP HOLDINGS, INC.",
0000844059,"FRP HOLDINGS, INC.",FRP PROPERTIES INC
0000844059,"FRP HOLDINGS, INC.",PATRIOT TRANSPORTATION HOLDING INC
0000844856,Healthier Choices Management Corp.,
0000844856,Healthier Choices Management Corp.,MILLER DIVERSIFIED CORP
0000844856,Healthier Choices Management Corp.,VAPOR CORP.
0000844887,DIAMONDHEAD CASINO CORP,
0000844887,DIAMONDHEAD CASINO CORP,EUROPA CRUISES CORP
0000844965,TETRA TECHNOLOGIES INC,
0000845385,PRINCETON CAPITAL CORP,
0000845385,PRINCETON CAPITAL CORP,REGAL ONE CORP
0000845385,PRINCETON CAPITAL CORP,REGAL ONE Corp
0000845819,"KonaTel, Inc.",
0000845819,"KonaTel, Inc.",DALA PETROLEUM CORP.
0000845819,"KonaTel, Inc.",WESTCOTT PRODUCTS CORP
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORP,
0000846377,"Totaligent, Inc.",
0000846377,"Totaligent, Inc.","ALLTEMP, INC."
0000846377,"Totaligent, Inc.","SOURCE FINANCIAL, INC."
0000846377,"Totaligent, Inc.","WIKI GROUP, INC."
0000846475,ZYNEX INC,
0000846475,ZYNEX INC,FOX RIVER HOLDINGS INC
0000846475,ZYNEX INC,ZYNEX MEDICAL HOLDINGS INC
0000846617,"Dime Community Bancshares, Inc. /NY/",
0000846617,"Dime Community Bancshares, Inc. /NY/",BRIDGE BANCORP INC
0000846617,"Dime Community Bancshares, Inc. /NY/","BRIDGE BANCORP, INC."
0000846901,,
0000846913,"FUEL TECH, INC.",
0000846913,"FUEL TECH, INC.",FUEL TECH N V
0000847942,STRATEGIC ACQUISITIONS INC /NV/,
0000849145,Heritage Global Inc.,
0000849145,Heritage Global Inc.,ACCERIS COMMUNICATIONS INC
0000849145,Heritage Global Inc.,C2 Global Technologies Inc
0000849145,Heritage Global Inc.,Counsel RB Capital Inc.
0000849146,Lifevantage Corp,
0000849146,Lifevantage Corp,ANDRAPLEX CORP
0000849146,Lifevantage Corp,"LIFELINE THERAPEUTICS, INC."
0000849146,Lifevantage Corp,YAAK RIVER RESOURCES INC
0000849395,CRH PUBLIC LTD CO,
0000849399,Gen Digital Inc.,
0000849399,Gen Digital Inc.,NortonLifeLock Inc.
0000849399,Gen Digital Inc.,SYMANTEC CORP
0000849401,"ADM TRONICS UNLIMITED, INC.",
0000849401,"ADM TRONICS UNLIMITED, INC.",ADM TRONICS UNLIMITED INC/DE
0000849869,SILGAN HOLDINGS INC,
0000850033,BP PRUDHOE BAY ROYALTY TRUST,
0000850141,HORACE MANN EDUCATORS CORP /DE/,
0000850141,HORACE MANN EDUCATORS CORP /DE/,HORACE MANN EDUCATORS CORP
0000850209,"FOOT LOCKER, INC.",
0000850209,"FOOT LOCKER, INC.",FOOT LOCKER INC
0000850209,"FOOT LOCKER, INC.",VENATOR GROUP INC
0000850209,"FOOT LOCKER, INC.",WOOLWORTH CORPORATION
0000850429,TREDEGAR CORP,
0000850429,TREDEGAR CORP,TREDEGAR INDUSTRIES INC
0000850460,,
0000851205,COGNEX CORP,
0000851310,HARMONIC INC,
0000851310,HARMONIC INC,HARMONIC LIGHTWAVES INC
0000851520,EXPONENT INC,
0000851520,EXPONENT INC,FAILURE GROUP INC
0000851968,MOHAWK INDUSTRIES INC,
0000852772,DENNY'S Corp,
0000852772,DENNY'S Corp,ADVANTICA RESTAURANT GROUP INC
0000852772,DENNY'S Corp,DENNYS CORP
0000852772,DENNY'S Corp,FLAGSTAR COMPANIES INC
0000853816,LANDSTAR SYSTEM INC,
0000854560,"GREAT SOUTHERN BANCORP, INC.",
0000854560,"GREAT SOUTHERN BANCORP, INC.",GREAT SOUTHERN BANCORP INC
0000854775,DIGI INTERNATIONAL INC,
0000855658,LATTICE SEMICONDUCTOR CORP,
0000855683,MILESTONE SCIENTIFIC INC.,
0000855683,MILESTONE SCIENTIFIC INC.,MILESTONE SCIENTIFIC INC/NJ
0000855683,MILESTONE SCIENTIFIC INC.,U S OPPORTUNITY SEARCH INC
0000855787,,
0000856982,MERIT MEDICAL SYSTEMS INC,
0000856984,"QHSLab, Inc.",
0000856984,"QHSLab, Inc.",AMERICAN BIOGENETIC SCIENCES INC
0000856984,"QHSLab, Inc.",USA EQUITIES CORP.
0000856984,"QHSLab, Inc.",USA EQUITY CORP.
0000857005,PTC INC.,
0000857005,PTC INC.,PARAMETRIC TECHNOLOGY CORP
0000857855,UNITED COMMUNITY BANKS INC,
0000857855,UNITED COMMUNITY BANKS INC,UNION BANCSHARES INC /GA/
0000857949,Enlightify Inc.,
0000857949,Enlightify Inc.,"China Green Agriculture, Inc."
0000857949,Enlightify Inc.,DISCOVERY TECHNOLOGIES INC
0000857949,Enlightify Inc.,DISCOVERY TECHNOLOGIES INC /KS/
0000858470,Coterra Energy Inc.,
0000858470,Coterra Energy Inc.,CABOT OIL & GAS CORP
0000858877,"CISCO SYSTEMS, INC.",
0000858877,"CISCO SYSTEMS, INC.",CISCO SYSTEMS INC
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,FCFT INC
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,FIRST COMMUNITY BANCSHARES INC /NV/
0000859737,HOLOGIC INC,
0000860413,FIRST INTERSTATE BANCSYSTEM INC,
0000860413,FIRST INTERSTATE BANCSYSTEM INC,FIRST INTERSTATE BANCSYSTEM OF MONTANA INC
0000860543,,
0000860546,COPT DEFENSE PROPERTIES,
0000860546,COPT DEFENSE PROPERTIES,CORPORATE OFFICE PROPERTIES TRUST
0000860546,COPT DEFENSE PROPERTIES,CORPORATE OFFICE PROPERTIES TRUST INC
0000860546,COPT DEFENSE PROPERTIES,ROYALE INVESTMENTS INC
0000860730,"HCA Healthcare, Inc.",
0000860730,"HCA Healthcare, Inc.","HCA Holdings, Inc."
0000860730,"HCA Healthcare, Inc.",HCA INC/TN
0000860730,"HCA Healthcare, Inc.",HCA THE HEALTHCARE CO
0000860731,TYLER TECHNOLOGIES INC,
0000860731,TYLER TECHNOLOGIES INC,TYLER CORP /NEW/
0000860731,TYLER TECHNOLOGIES INC,TYLER THREE INC
0000860748,KEMPER Corp,
0000860748,KEMPER Corp,UNITRIN INC
0000861459,GRANITE CONSTRUCTION INC,
0000861842,CATHAY GENERAL BANCORP,
0000861842,CATHAY GENERAL BANCORP,CATHAY BANCORP INC
0000861878,,
0000861884,"RELIANCE, INC.",
0000861884,"RELIANCE, INC.",RELIANCE STEEL & ALUMINUM CO
0000862022,HUGOTON ROYALTY TRUST,
0000862668,ESCALON MEDICAL CORP,
0000862668,ESCALON MEDICAL CORP,INTELLIGENT SURGICAL LASERS INC
0000862692,CRYO CELL INTERNATIONAL INC,
0000862831,FINANCIAL INSTITUTIONS INC,
0000862861,ALT5 Sigma Corp,
0000862861,ALT5 Sigma Corp,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN
0000862861,ALT5 Sigma Corp,JanOne Inc.
0000863110,ARTESIAN RESOURCES CORP,
0000863436,BENCHMARK ELECTRONICS INC,
0000863894,VERU INC.,
0000863894,VERU INC.,FEMALE HEALTH CO
0000863894,VERU INC.,WISCONSIN PHARMACAL COMPANY INC
0000864240,SYPRIS SOLUTIONS INC,
0000864240,SYPRIS SOLUTIONS INC,GROUP TECHNOLOGIES CORP
0000864270,AMERICAN HONDA FINANCE CORP,
0000864749,TRIMBLE INC.,
0000864749,TRIMBLE INC.,TRIMBLE NAVIGATION LTD /CA/
0000865752,Monster Beverage Corp,
0000865752,Monster Beverage Corp,HANSEN NATURAL CORP
0000865752,Monster Beverage Corp,UNIPAC CORP
0000866273,MATRIX SERVICE CO,
0000866291,"ALLEGRO MICROSYSTEMS, INC.",
0000866291,"ALLEGRO MICROSYSTEMS, INC.",ALLEGRO MICROSYSTEMS INC
0000866374,FLEX LTD.,
0000866374,FLEX LTD.,FLEX HOLDINGS PTE LTD
0000866374,FLEX LTD.,FLEXTRONICS INTERNATIONAL LTD
0000866374,FLEX LTD.,FLEXTRONICS INTERNATIONAL LTD.
0000866439,"DarkPulse, Inc.",
0000866439,"DarkPulse, Inc.",KLEVER MARKETING INC
0000866439,"DarkPulse, Inc.",VIDEOCART INC
0000866706,ESCO TECHNOLOGIES INC,
0000866706,ESCO TECHNOLOGIES INC,ESCO ELECTRONICS CORP
0000866729,SCHOLASTIC CORP,
0000866787,AUTOZONE INC,
0000866829,HELIX ENERGY SOLUTIONS GROUP INC,
0000866829,HELIX ENERGY SOLUTIONS GROUP INC,CAL DIVE INTERNATIONAL INC
0000867028,,
0000867038,SPINDLETOP OIL & GAS CO,
0000867840,"PRECISION OPTICS CORPORATION, INC.",
0000867840,"PRECISION OPTICS CORPORATION, INC.",PRECISION OPTICS CORP INC
0000867840,"PRECISION OPTICS CORPORATION, INC.",PRECISION OPTICS CORPORATION INC
0000867840,"PRECISION OPTICS CORPORATION, INC.",PRECISION OPTICS Corp INC
0000868278,"ProPhase Labs, Inc.",
0000868278,"ProPhase Labs, Inc.",QUIGLEY CORP
0000868671,"GLACIER BANCORP, INC.",
0000868671,"GLACIER BANCORP, INC.",GLACIER BANCORP INC
0000868780,"Dorman Products, Inc.",
0000868780,"Dorman Products, Inc.",R & B INC
0000868857,AECOM,
0000868857,AECOM,AECOM TECHNOLOGY CORP
0000871763,ManpowerGroup Inc.,
0000871763,ManpowerGroup Inc.,MANPOWER INC /WI/
0000872589,"REGENERON PHARMACEUTICALS, INC.",
0000872589,"REGENERON PHARMACEUTICALS, INC.",REGENERON PHARMACEUTICALS INC
0000872912,"DELCATH SYSTEMS, INC.",
0000872912,"DELCATH SYSTEMS, INC.",DELCATH SYSTEMS INC
0000873303,"Sarepta Therapeutics, Inc.",
0000873303,"Sarepta Therapeutics, Inc.",ANTIVIRALS INC
0000873303,"Sarepta Therapeutics, Inc.",AVI BIOPHARMA INC
0000873303,"Sarepta Therapeutics, Inc.","Sarepta Therapuetics, Inc."
0000873860,ONITY GROUP INC.,
0000873860,ONITY GROUP INC.,OCWEN FINANCIAL CORP
0000873860,ONITY GROUP INC.,OCWEN FINANCIAL Corp
0000874015,IONIS PHARMACEUTICALS INC,
0000874015,IONIS PHARMACEUTICALS INC,ISIS PHARMACEUTICALS INC
0000874238,"STERLING INFRASTRUCTURE, INC.",
0000874238,"STERLING INFRASTRUCTURE, INC.",OAKHURST CAPITAL INC
0000874238,"STERLING INFRASTRUCTURE, INC.",OAKHURST CO INC
0000874238,"STERLING INFRASTRUCTURE, INC.",STERLING CONSTRUCTION CO INC
0000874396,"LIFETIME BRANDS, INC",
0000874396,"LIFETIME BRANDS, INC",LIFETIME HOAN CORP
0000874499,GULFPORT ENERGY CORP,
0000874499,GULFPORT ENERGY CORP,WESTERN RESOURCE TECHNOLOGIES INC
0000874499,GULFPORT ENERGY CORP,WRT ENERGY CORP
0000874501,AMBAC FINANCIAL GROUP INC,
0000874501,AMBAC FINANCIAL GROUP INC,AMBAC INC /DE/
0000874716,IDEXX LABORATORIES INC /DE,
0000874716,IDEXX LABORATORIES INC /DE,IDEXX CORP / DE
0000874761,AES CORP,
0000874761,AES CORP,AES CORPORATION
0000874766,"HARTFORD INSURANCE GROUP, INC.",
0000874766,"HARTFORD INSURANCE GROUP, INC.",HARTFORD FINANCIAL SERVICES GROUP INC/DE
0000874766,"HARTFORD INSURANCE GROUP, INC.","HARTFORD FINANCIAL SERVICES GROUP, INC."
0000874766,"HARTFORD INSURANCE GROUP, INC.",ITT HARTFORD GROUP INC /DE
0000874866,CORVEL CORP,
0000874866,CORVEL CORP,FORTIS CORP
0000875045,BIOGEN INC.,
0000875045,BIOGEN INC.,BIOGEN IDEC INC
0000875045,BIOGEN INC.,BIOGEN IDEC INC.
0000875045,BIOGEN INC.,IDEC PHARMACEUTICALS CORP / DE
0000875320,VERTEX PHARMACEUTICALS INC / MA,
0000875355,"LENDWAY, INC.",
0000875355,"LENDWAY, INC.",INSIGNIA SYSTEMS INC/MN
0000875357,BOK FINANCIAL CORP,
0000875357,BOK FINANCIAL CORP,BOK FINANCIAL CORP ET AL
0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,
0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,NORTHERN INSTRUMENTS CORP
0000875657,ULTRALIFE CORP,
0000875657,ULTRALIFE CORP,ULTRALIFE BATTERIES INC
0000875729,BION ENVIRONMENTAL TECHNOLOGIES INC,
0000875729,BION ENVIRONMENTAL TECHNOLOGIES INC,RSTS CORP
0000876167,PROGRESS SOFTWARE CORP /MA,
0000876343,"Lineage Cell Therapeutics, Inc.",
0000876343,"Lineage Cell Therapeutics, Inc.",BIOTIME INC
0000876378,,
0000876427,"MONRO, INC.",
0000876427,"MONRO, INC.",MONRO MUFFLER BRAKE INC
0000876437,MGIC INVESTMENT CORP,
0000876523,EZCORP INC,
0000876883,Stagwell Inc,
0000876883,Stagwell Inc,MDC CORP INC
0000876883,Stagwell Inc,MDC PARTNERS INC
0000876883,Stagwell Inc,MDC Stagwell Holdings Inc
0000877212,ZEBRA TECHNOLOGIES CORP,
0000877212,ZEBRA TECHNOLOGIES CORP,ZEBRA TECHNOLOGIES CORP/DE
0000877212,ZEBRA TECHNOLOGIES CORP,ZEBRA TECHNOLOGIES Corp
0000877422,SpartanNash Co,
0000877422,SpartanNash Co,SPARTAN STORES INC
0000877860,NATIONAL HEALTH INVESTORS INC,
0000878927,"OLD DOMINION FREIGHT LINE, INC.",
0000878927,"OLD DOMINION FREIGHT LINE, INC.",OLD DOMINION FREIGHT LINE INC/VA
0000878932,"EQUUS TOTAL RETURN, INC.",
0000878932,"EQUUS TOTAL RETURN, INC.",EQUUS II INC
0000879101,KIMCO REALTY CORP,
0000879169,INCYTE CORP,
0000879169,INCYTE CORP,INCYTE CORP
0000879169,INCYTE CORP,INCYTE GENOMICS INC
0000879169,INCYTE CORP,INCYTE PHARMACEUTICALS INC
0000879407,"ARROWHEAD PHARMACEUTICALS, INC.",
0000879407,"ARROWHEAD PHARMACEUTICALS, INC.",ARROWHEAD RESEARCH CORP
0000879407,"ARROWHEAD PHARMACEUTICALS, INC.",INTERACTIVE GROUP INC
0000879407,"ARROWHEAD PHARMACEUTICALS, INC.",INTERACTIVE INC
0000879526,WABASH NATIONAL Corp,
0000879526,WABASH NATIONAL Corp,WABASH NATIONAL CORP /DE
0000879585,"ATN International, Inc.",
0000879585,"ATN International, Inc.",ATLANTIC TELE NETWORK INC /DE
0000879635,MID PENN BANCORP INC,
0000879911,"APPLIED ENERGETICS, INC.",
0000879911,"APPLIED ENERGETICS, INC.","IONATRON, INC."
0000879911,"APPLIED ENERGETICS, INC.",NATURAL EARTH TECHNOLOGIES INC
0000879911,"APPLIED ENERGETICS, INC.",US HOME & GARDEN INC
0000880117,SANFILIPPO JOHN B & SON INC,
0000880242,"BIOLARGO, INC.",
0000880242,"BIOLARGO, INC.",LATIN AMERICAN CASINOS INC
0000880242,"BIOLARGO, INC.",NUWAY ENERGY INC
0000880242,"BIOLARGO, INC.",NUWAY MEDICAL INC
0000880266,AGCO CORP /DE,
0000880417,"CSB Bancorp, Inc.",
0000880417,"CSB Bancorp, Inc.",CSB BANCORP INC /OH
0000880631,"WisdomTree, Inc.",
0000880631,"WisdomTree, Inc.",FINANCIAL DATA SYSTEMS
0000880631,"WisdomTree, Inc.",INDEX DEVELOPMENT PARTNERS INC
0000880631,"WisdomTree, Inc.","WisdomTree Investments, Inc."
0000880641,EAGLE FINANCIAL SERVICES INC,
0000880807,AMERICAN SUPERCONDUCTOR CORP /DE/,
0000880984,"ACORN ENERGY, INC.",
0000880984,"ACORN ENERGY, INC.","ACORN FACTOR, INC."
0000880984,"ACORN ENERGY, INC.",DATA SYSTEMS & SOFTWARE INC
0000880984,"ACORN ENERGY, INC.",DEFENSE SOFTWARE & SYSTEMS INC
0000881453,FORTITUDE LIFE INSURANCE & ANNUITY CO,
0000881453,FORTITUDE LIFE INSURANCE & ANNUITY CO,AMERICAN SKANDIA LIFE ASSURANCE CORP/CT
0000881453,FORTITUDE LIFE INSURANCE & ANNUITY CO,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP/CT
0000881787,CROSS TIMBERS ROYALTY TRUST,
0000882095,"GILEAD SCIENCES, INC.",
0000882095,"GILEAD SCIENCES, INC.",GILEAD SCIENCES INC
0000882184,HORTON D R INC /DE/,
0000882291,AETHLON MEDICAL INC,
0000882291,AETHLON MEDICAL INC,BISHOP EQUITIES INC
0000882361,Aptose Biosciences Inc.,
0000882361,Aptose Biosciences Inc.,"Aptose Biosciences Inc., (formerly LORUS THERAPEUTICS INC.)"
0000882361,Aptose Biosciences Inc.,IMUTEC PHARMA INC
0000882361,Aptose Biosciences Inc.,LORUS THERAPEUTICS INC
0000882508,QUICKLOGIC Corp,
0000882508,QUICKLOGIC Corp,QUICKLOGIC CORPORATION
0000882796,BIOCRYST PHARMACEUTICALS INC,
0000882835,ROPER TECHNOLOGIES INC,
0000882835,ROPER TECHNOLOGIES INC,ROPER INDUSTRIES INC
0000882835,ROPER TECHNOLOGIES INC,ROPER INDUSTRIES INC /DE/
0000883107,NANOPHASE TECHNOLOGIES Corp,
0000883107,NANOPHASE TECHNOLOGIES Corp,NANOPHASE TECHNOLOGIES CORPORATION
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.",
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.",DUFF & PHELPS CORP
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.",PHOENIX DUFF & PHELPS CORP
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.",PHOENIX INVESTMENT PARTNERS LTD/CT
0000883241,SYNOPSYS INC,
0000883569,"Fossil Group, Inc.",
0000883569,"Fossil Group, Inc.",FOSSIL INC
0000883902,"Cornerstone Building Brands, Inc.",
0000883902,"Cornerstone Building Brands, Inc.",NATIONAL COMPONENTS INCORPORATED
0000883902,"Cornerstone Building Brands, Inc.",NCI BUILDING SYSTEMS INC
0000883948,Atlantic Union Bankshares Corp,
0000883948,Atlantic Union Bankshares Corp,UNION FIRST MARKET BANKSHARES CORP
0000883948,Atlantic Union Bankshares Corp,Union Bankshares Corp
0000883975,Microbot Medical Inc.,
0000883975,Microbot Medical Inc.,CYTOTHERAPEUTICS INC/DE
0000883975,Microbot Medical Inc.,STEMCELLS INC
0000883984,ICU MEDICAL INC/DE,
0000884144,ASURE SOFTWARE INC,
0000884144,ASURE SOFTWARE INC,FORGENT NETWORKS INC
0000884144,ASURE SOFTWARE INC,VIDEO TELECOM CORP
0000884144,ASURE SOFTWARE INC,VTEL CORP
0000884219,"Pursuit Attractions & Hospitality, Inc.",
0000884219,"Pursuit Attractions & Hospitality, Inc.",DIAL CORP /DE/
0000884219,"Pursuit Attractions & Hospitality, Inc.",NEW DIAL CORP
0000884219,"Pursuit Attractions & Hospitality, Inc.",VIAD CORP
0000884269,ALPHA PRO TECH LTD,
0000884269,ALPHA PRO TECH LTD,BFD INDUSTRIES INC
0000884614,UGI CORP /PA/,
0000884614,UGI CORP /PA/,NEW UGI CORP
0000884624,Orthofix Medical Inc.,
0000884624,Orthofix Medical Inc.,ORTHOFIX INTERNATIONAL N V
0000884650,INFINITE GROUP INC,
0000884650,INFINITE GROUP INC,INFINITE MACHINE CORP
0000884713,,
0000884887,ROYAL CARIBBEAN CRUISES LTD,
0000884887,ROYAL CARIBBEAN CRUISES LTD,RA HOLDINGS INC
0000885245,BUCKLE INC,
0000885275,WILSON BANK HOLDING CO,
0000885307,JEWETT CAMERON TRADING CO LTD,
0000885462,"GULF RESOURCES, INC.",
0000885462,"GULF RESOURCES, INC.",DIVERSIFAX INC
0000885508,STRATUS PROPERTIES INC,
0000885508,STRATUS PROPERTIES INC,FM PROPERTIES INC
0000885550,CREDIT ACCEPTANCE CORP,
0000885550,CREDIT ACCEPTANCE CORP,CREDIT ACCEPTANCE CORPORATION
0000885568,OLD DOMINION ELECTRIC COOPERATIVE,
0000885590,Bausch Health Companies Inc.,
0000885590,Bausch Health Companies Inc.,BIOVAIL CORP INTERNATIONAL
0000885590,Bausch Health Companies Inc.,BIOVAIL Corp
0000885590,Bausch Health Companies Inc.,"Valeant Pharmaceuticals International, Inc."
0000885639,KOHLS Corp,
0000885639,KOHLS Corp,KOHLS CORPORATION
0000885725,BOSTON SCIENTIFIC CORP,
0000885975,CINEMARK USA INC /TX,
0000885978,U S PHYSICAL THERAPY INC /NV,
0000886128,FUELCELL ENERGY INC,
0000886128,FUELCELL ENERGY INC,ENERGY RESEARCH CORP /NY/
0000886136,SAGA COMMUNICATIONS INC,
0000886163,LIGAND PHARMACEUTICALS INC,
0000886206,FRANKLIN COVEY CO,
0000886206,FRANKLIN COVEY CO,FRANKLIN QUEST CO
0000886346,KADANT INC,
0000886346,KADANT INC,THERMO FIBERTEK INC
0000886744,GERON CORP,
0000886744,GERON CORP,GERON CORPORATION
0000886835,,
0000886982,GOLDMAN SACHS GROUP INC,
0000886982,GOLDMAN SACHS GROUP INC,GOLDMAN SACHS GROUP INC/
0000887343,"COLUMBIA BANKING SYSTEM, INC.",
0000887343,"COLUMBIA BANKING SYSTEM, INC.",COLUMBIA BANKING SYSTEM INC
0000887359,Vericel Corp,
0000887359,Vericel Corp,AASTROM BIOSCIENCES INC
0000887396,EMPIRE PETROLEUM CORP,
0000887396,EMPIRE PETROLEUM CORP,AMERICOMM CORP
0000887396,EMPIRE PETROLEUM CORP,AMERICOMM RESOURCES CORP
0000887596,CHEESECAKE FACTORY INC,
0000887596,CHEESECAKE FACTORY INC,CHEESECAKE FACTORY INCORPORATED
0000887733,CENTRAL GARDEN & PET CO,
0000887733,CENTRAL GARDEN & PET CO,CENTRAL GARDEN & PET COMPANY
0000887905,LTC PROPERTIES INC,
0000887936,"FTI CONSULTING, INC",
0000887936,"FTI CONSULTING, INC",FORENSIC TECHNOLOGIES INTERNATIONAL CORP
0000887936,"FTI CONSULTING, INC",FTI CONSULTING INC
0000888471,NESTOR PARTNERS,
0000888491,OMEGA HEALTHCARE INVESTORS INC,
0000888981,NOCOPI TECHNOLOGIES INC/MD/,
0000889331,LITTELFUSE INC /DE,
0000889348,CPI AEROSTRUCTURES INC,
0000889609,"CONSUMER PORTFOLIO SERVICES, INC.",
0000889609,"CONSUMER PORTFOLIO SERVICES, INC.",CONSUMER PORTFOLIO SERVICES INC
0000889900,PATTERSON UTI ENERGY INC,
0000889900,PATTERSON UTI ENERGY INC,PATTERSON ENERGY INC
0000889971,LIGHTPATH TECHNOLOGIES INC,
0000890066,GLEN BURNIE BANCORP,
0000890394,Peraso Inc.,
0000890394,Peraso Inc.,MONOLITHIC SYSTEM TECHNOLOGY INC
0000890394,Peraso Inc.,"MoSys, Inc."
0000890447,,
0000890564,ASGN Inc,
0000890564,ASGN Inc,ON ASSIGNMENT INC
0000890821,"Enveric Biosciences, Inc.",
0000890821,"Enveric Biosciences, Inc.","AMERI Holdings, Inc."
0000890821,"Enveric Biosciences, Inc.",SPATIALIZER AUDIO LABORATORIES INC
0000890926,RADIAN GROUP INC,
0000890926,RADIAN GROUP INC,CMAC INVESTMENT CORP
0000891014,MINERALS TECHNOLOGIES INC,
0000891024,,
0000891103,"Match Group, Inc.",
0000891103,"Match Group, Inc.",IAC/INTERACTIVECORP
0000891103,"Match Group, Inc.",INTERACTIVECORP
0000891103,"Match Group, Inc.",USA INTERACTIVE
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",UNIVERSAL HEIGHTS INC
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",UNIVERSAL INSURANCE HOLDINGS INC
0000891417,,
0000891482,FULL HOUSE RESORTS INC,
0000891532,PERMA FIX ENVIRONMENTAL SERVICES INC,
0000892553,CHART INDUSTRIES INC,
0000893538,SM Energy Co,
0000893538,SM Energy Co,ST MARY LAND & EXPLORATION CO
0000893691,,
0000893847,"HAWTHORN BANCSHARES, INC.",
0000893847,"HAWTHORN BANCSHARES, INC.",EXCHANGE NATIONAL BANCSHARES INC
0000893949,"Pediatrix Medical Group, Inc.",
0000893949,"Pediatrix Medical Group, Inc.","MEDNAX, INC."
0000893949,"Pediatrix Medical Group, Inc.",PEDIATRIX MEDICAL GROUP INC
0000894081,"Air Transport Services Group, Inc.",
0000894081,"Air Transport Services Group, Inc.",ABX AIR INC
0000894081,"Air Transport Services Group, Inc.","ABX Holdings, Inc."
0000894158,"Theriva Biologics, Inc.",
0000894158,"Theriva Biologics, Inc.","ADEONA PHARMACEUTICALS, INC."
