cik,name,alias,alias_clean,alias_source
0000799698,LADRX CORP,Cytrx Corp,cytrx,ticker_map_name
0000800240,ODP CORP,Office Depot Inc,office depot,ticker_map_name
0000802257,MITESCO INC,Trunity Holdings Inc,trunity,ticker_map_name
0000803578,FIREFLY NEUROSCIENCE INC,Information Analysis Inc,information analysis,ticker_map_name
0000803649,EQUITY COMMONWEALTH,Commonwealth REIT,commonwealth reit,ticker_map_name
0000804269,GENERAL MOTORS FINL CO INC,General Motors Financial Company Inc,general motors financial,ticker_map_name
0000806172,SONO-TEK CORP,Sono Tek Corp,sono tek,ticker_map_name
0000811222,CARDIFF LEXINGTON CORP,Cardiff International Inc,cardiff international,ticker_map_name
0000811589,FIRST BANCORP/NC,First Bancorp,first bancorp,ticker_map_name
0000812074,O-I GLASS INC,Owens Illinois Inc,owens illinois,ticker_map_name
0000814453,NEWELL BRANDS INC,Newell Rubbermaid Inc,newell rubbermaid,ticker_map_name
0000815097,CARNIVAL CORPORATION & PLC,Carnival Corp,carnival,ticker_map_name
0000818479,DENTSPLY SIRONA INC,Dentsply International Inc,dentsply international,ticker_map_name
0000819050,FRESH TRACKS THERAPEUTIC INC,Vical Inc,vical,ticker_map_name
0000819793,ALBANY INTL CORP  -CL A,Albany International Corp,albany international,ticker_map_name
0000820318,COHERENT CORP,Ii-vi Inc,iivi,ticker_map_name
0000820771,GOLIATH FILM & MEDIA HLDGS,Goliath Film & Media Holdings,goliath film media,ticker_map_name
0000821002,G-III APPAREL GROUP LTD,G III Apparel Group LTD,g iii apparel,ticker_map_name
0000821130,ARRAY DIG INFRASTRUCTURE INC,United States Cellular Corp,united states cellular,ticker_map_name
0000821483,PAR PACIFIC HOLDINGS INC,Par Petroleum Corp,par petroleum,ticker_map_name
0000822370,EMMAUS LIFE SCIENCES INC,CNS Response Inc,cns response,ticker_map_name
0000822663,INTERPARFUMS INC,Inter Parfums Inc,inter parfums,ticker_map_name
0000826154,ORRSTOWN FINANCIAL SVCS INC,Orrstown Financial Services Inc,orrstown financial services,ticker_map_name
0000827187,SLEEP NUMBER CORP,Select Comfort Corp,select comfort,ticker_map_name
0000831259,FREEPORT-MCMORAN INC,Freeport Mcmoran Copper & Gold Inc,freeport mcmoran copper gold,ticker_map_name
0000831378,LVPAI GROUP LTD,Finotec Group Inc,finotec,ticker_map_name
0000832428,EW SCRIPPS  -CL A,Scripps E W Co,scripps e w,ticker_map_name
0000833444,JOHNSON CONTROLS INTL PLC,Tyco International LTD,tyco international,ticker_map_name
0000835324,STOCK YARDS BANCORP INC,S Y Bancorp Inc,s y bancorp,ticker_map_name
0000835662,AIXIN LIFE INTERNATIONAL INC,Mercari Communications Group LTD,mercari communications,ticker_map_name
0000836690,INNOVATIVE SOLTNS & SUPP INC,Innovative Solutions & Support Inc,innovative solutions support,ticker_map_name
0000837852,IDEANOMICS INC,You On Demand Holdings Inc,you on demand,ticker_map_name
0000839087,VASO CORP,Vasomedical Inc,vasomedical,ticker_map_name
0000839470,WESTWATER RESOURCES INC,Uranium Resources Inc,uranium resources,ticker_map_name
0000840489,FIRSTCASH HOLDINGS INC,First Cash Financial Services Inc,first cash financial services,ticker_map_name
0000842023,BIO-TECHNE CORP,Techne Corp,techne,ticker_map_name
0000843006,ACCESS NEWSWIRE INC,Issuer Direct Corp,issuer direct,ticker_map_name
0000844059,FRP HOLDINGS INC,Patriot Transportation Holding Inc,patriot transportation,ticker_map_name
0000844856,HEALTHIER CHOICES MNGMT CORP,Vapor Corp,vapor,ticker_map_name
0000844965,TETRA TECHNOLOGIES INC/DE,Tetra Technologies Inc,tetra technologies,ticker_map_name
0000845385,PRINCETON CAPITAL CORP,Regal One Corp,regal one,ticker_map_name
0000845877,FEDERAL AGRICULTURE MTG CP,Federal Agricultural Mortgage Corp,federal agricultural mortgage,ticker_map_name
0000846617,DIME COMMUNITY BANCSHARES,Bridge Bancorp Inc,bridge bancorp,ticker_map_name
0000849399,GEN DIGITAL INC,Symantec Corp,symantec,ticker_map_name
0000856984,AMER BIOGENETIC SCI  -CL A,American Biogenetic Sciences Inc,american biogenetic sciences,ticker_map_name
0000857949,ENLIGHTIFY INC,China Green Agriculture Inc,china green agriculture,ticker_map_name
0000858470,COTERRA ENERGY INC,Cabot Oil & Gas Corp,cabot oil gas,ticker_map_name
0000859070,FIRST CMNTY BANCSHARES INC,First Community Bancshares Inc,first community bancshares,ticker_map_name
0000860543,JACKSAM CORP,China Grand Resorts Inc,china grand resorts,ticker_map_name
0000860546,COPT DEFENSE PROPERTIES,Corporate Office Properties Trust,corporate office properties trust,ticker_map_name
0000860730,HCA HEALTHCARE INC,Hca Holdings Inc,hca,ticker_map_name
0000860748,KEMPER CORP/DE,Kemper Corp,kemper,ticker_map_name
0000861884,RELIANCE INC,Reliance Steel & Aluminum Co,reliance steel aluminum,ticker_map_name
0000862692,CRYO-CELL INTERNATIONAL INC,Cryo Cell International Inc,cryo cell international,ticker_map_name
0000862861,ALT5 SIGMA CORP,Appliance Recycling Centers Of America Inc,appliance recycling centers of america,ticker_map_name
0000863110,ARTESIAN RESOURCES  -CL A,Artesian Resources Corp,artesian resources,ticker_map_name
0000863894,VERU INC,Female Health Co,female health,ticker_map_name
0000864749,TRIMBLE INC,Trimble Navigation LTD,trimble navigation,ticker_map_name
0000866374,FLEX LTD,Flextronics International LTD,flextronics international,ticker_map_name
0000866439,DARKPULSE INC,Klever Marketing Inc,klever marketing,ticker_map_name
0000868857,AECOM,Aecom Technology Corp,aecom technology,ticker_map_name
0000873860,ONITY GROUP INC,Ocwen Financial Corp,ocwen financial,ticker_map_name
0000874015,IONIS PHARMACEUTICALS INC,Isis Pharmaceuticals Inc,isis pharmaceuticals,ticker_map_name
0000874238,STERLING INFRASTRUCTURE INC,Sterling Construction Co Inc,sterling construction,ticker_map_name
0000874501,OCTAVE SPECIALTY GROUP INC,Ambac Financial Group Inc,ambac financial,ticker_map_name
0000874716,IDEXX LABS INC,Idexx Laboratories Inc,idexx laboratories,ticker_map_name
0000874761,AES CORP (THE),Aes Corp,aes,ticker_map_name
0000874766,HARTFORD INSURANCE GROUP INC,Hartford Financial Services Group Inc,hartford financial services,ticker_map_name
0000875045,BIOGEN INC,Biogen Idec Inc,biogen idec,ticker_map_name
0000875355,BLOOMIA HOLDINGS INC,Insignia Systems Inc,insignia systems,ticker_map_name
0000875582,NORTHERN TECH INTL,Northern Technologies International Corp,northern technologies international,ticker_map_name
0000875729,BION ENVIRONMENTAL TECH INC,Bion Environmental Technologies Inc,bion environmental technologies,ticker_map_name
0000876343,LINEAGE CELL THERAPEUTICS IN,Biotime Inc,biotime,ticker_map_name
0000876378,ASENSUS SURGICAL INC,Transenterix Inc,transenterix,ticker_map_name
0000876427,MONRO INC,Monro Muffler Brake Inc,monro muffler brake,ticker_map_name
0000876437,MGIC INVESTMENT CORP/WI,Mgic Investment Corp,mgic investment,ticker_map_name
0000876523,EZCORP INC  -CL A,Ezcorp Inc,ezcorp,ticker_map_name
0000876883,STAGWELL INC,MDC Partners Inc,mdc partners,ticker_map_name
0000877212,ZEBRA TECHNOLOGIES CP  -CL A,Zebra Technologies Corp,zebra technologies,ticker_map_name
0000877422,SPARTANNASH CO,Spartan Stores Inc,spartan stores,ticker_map_name
0000878927,OLD DOMINION FREIGHT,Old Dominion Freight Line Inc,old dominion freight line,ticker_map_name
0000879407,ARROWHEAD PHARMACEUTICAL INC,Arrowhead Research Corp,arrowhead research,ticker_map_name
0000879585,ATN INTERNATIONAL INC,Atlantic Tele Network Inc,atlantic tele network,ticker_map_name
0000880117,SANFILIPPO JOHN B&SON,Sanfilippo John B & Son Inc,sanfilippo john b son,ticker_map_name
0000880417,CSB BANCORP INC/OH,CSB Bancorp Inc,csb bancorp,ticker_map_name
0000880631,WISDOMTREE INC,Wisdomtree Investments Inc,wisdomtree investments,ticker_map_name
0000880807,AMERICAN SUPERCONDUCTOR CP,American Superconductor Corp,american superconductor,ticker_map_name
0000882184,D R HORTON INC,Horton D R Inc,horton d r,ticker_map_name
0000882835,ROPER TECHNOLOGIES INC,Roper Industries Inc,roper industries,ticker_map_name
0000883107,SOLESENCE INC,Nanophase Technologies Corporation,nanophase technologies,ticker_map_name
0000883237,VIRTUS INVESTMENT PTNRS INC,Virtus Investment Partners Inc,virtus investment partners,ticker_map_name
0000883902,CORNERSTNE BULDNG BRNDS INC,Nci Building Systems Inc,nci building systems,ticker_map_name
0000883948,ATLANTIC UNION BANKSHRS CRP,Union First Market Bankshares Corp,union first market bankshares,ticker_map_name
0000883975,MICROBOT MEDICAL INC,Stemcells Inc,stemcells,ticker_map_name
0000884219,PURSUIT ATTRC AND HSPTLY INC,Viad Corp,viad,ticker_map_name
0000884624,ORTHOFIX MEDICAL INC,Orthofix International N V,orthofix international n v,ticker_map_name
0000884887,ROYAL CARIBBEAN GROUP,Royal Caribbean Cruises LTD,royal caribbean cruises,ticker_map_name
0000885307,JEWETT-CAMERON TRADING CO,Jewett Cameron Trading Co LTD,jewett cameron trading,ticker_map_name
0000885590,BAUSCH HEALTH COMPANIES INC,Valeant Pharmaceuticals International Inc,valeant pharmaceuticals international,ticker_map_name
0000885978,US PHYSICAL THERAPY INC,U S Physical Therapy Inc,u s physical therapy,ticker_map_name
0000886163,LIGAND PHARMACEUTICAL INC,Ligand Pharmaceuticals Inc,ligand pharmaceuticals,ticker_map_name
0000887359,VERICEL CORP,Aastrom Biosciences Inc,aastrom biosciences,ticker_map_name
0000888491,OMEGA HEALTHCARE INVS INC,Omega Healthcare Investors Inc,omega healthcare investors,ticker_map_name
0000889609,CONSUMER PORTFOLIO SVCS INC,Consumer Portfolio Services Inc,consumer portfolio services,ticker_map_name
0000889900,PATTERSON-UTI ENERGY INC,Patterson Uti Energy Inc,patterson uti energy,ticker_map_name
0000890394,PERASO INC,Mosys Inc,mosys,ticker_map_name
0000890564,ASGN INC,On Assignment Inc,on assignment,ticker_map_name
0000890821,ENVERIC BIOSCIENCES INC,Spatializer Audio Laboratories Inc,spatializer audio laboratories,ticker_map_name
0000891024,PATTERSON COS INC,Patterson Companies Inc,patterson companies,ticker_map_name
0000891103,MATCH GROUP INC,Iac,iac,ticker_map_name
0000891166,UNIVERSAL INSURANCE HLDGS,Universal Insurance Holdings Inc,universal insurance,ticker_map_name
0000891417,NANO MAGIC INC,Applied Nanotech Holdings Inc,applied nanotech,ticker_map_name
0000891532,PERMA-FIX ENVIRONMENTAL SVCS,Perma Fix Environmental Services Inc,perma fix environmental services,ticker_map_name
0000893949,PEDIATRIX MEDICAL GROUP INC,Mednax Inc,mednax,ticker_map_name
0000894158,THERIVA BIOLOGICS INC,Synthetic Biologics Inc,synthetic biologics,ticker_map_name
0000894315,SITE CENTERS CORP,DDR Corp,ddr,ticker_map_name
0000894405,ARCBEST CORP,Arkansas Best Corp,arkansas best,ticker_map_name
0000894556,CITROTECH INC,General Environmental Management Inc,general environmental management,ticker_map_name
0000894871,ARENA GROUP HLDNGS INC (THE),Integrated Surgical Systems Inc,integrated surgical systems,ticker_map_name
0000895126,EXPAND ENERGY CORP,Chesapeake Energy Corp,chesapeake energy,ticker_map_name
0000895417,EQUITY LIFESTYLE PPTYS INC,Equity Lifestyle Properties Inc,equity lifestyle properties,ticker_map_name
0000895419,WOLFSPEED INC,Cree Inc,cree,ticker_map_name
0000896159,CHUBB LTD,Ace LTD,ace,ticker_map_name
0000896429,CANTALOUPE INC,USA Technologies Inc,usa technologies,ticker_map_name
0000896493,HYPERSCALE DATA INC,Digital Power Corp,digital power,ticker_map_name
0000897078,RESONATE BLENDS INC,Firstwave Technologies Inc,firstwave technologies,ticker_map_name
0000897448,AMARIN CORPORATION PLC,Amarin Corp PLC,amarin corp,ticker_map_name
0000898173,O'REILLY AUTOMOTIVE INC,O Reilly Automotive Inc,o reilly automotive,ticker_map_name
0000898174,REINSURANCE GROUP AMER INC,Reinsurance Group Of America Inc,reinsurance group of america,ticker_map_name
0000898293,JABIL INC,Jabil Circuit Inc,jabil circuit,ticker_map_name
0000899394,HARBOR DIVERSIFIED INC,Harbor Biosciences Inc,harbor biosciences,ticker_map_name
0000899715,TANGER INC,Tanger Factory Outlet Centers Inc,tanger factory outlet centers,ticker_map_name
0000902791,BARRETT BUSINESS SVCS INC,Barrett Business Services Inc,barrett business services,ticker_map_name
0000907471,PATHWARD FINANCIAL INC,Meta Financial Group Inc,meta financial,ticker_map_name
0000907654,ORUKA THERAPEUTICS INC,Arca Biopharma Inc,arca biopharma,ticker_map_name
0000908259,ONCOTELIC THERAPEUTICS INC,Oxigene Inc,oxigene,ticker_map_name
0000908311,CREATIVE MEDIA & COM TR CORP,PMC Commercial Trust,pmc commercial trust,ticker_map_name
0000909108,DIAMOND HILL INVESTMENT GRP,Diamond Hill Investment Group Inc,diamond hill investment,ticker_map_name
0000910073,FLAGSTAR BANK NA,New York Community Bancorp Inc,new york community bancorp,ticker_map_name
0000910108,LXP INDUSTRIAL TRUST,Lexington Realty Trust,lexington realty trust,ticker_map_name
0000910612,CBL & ASSOCIATES PPTYS INC,CBL & Associates Properties Inc,cbl associates properties,ticker_map_name
0000911177,CASELLA WASTE SYS INC  -CL A,Casella Waste Systems Inc,casella waste systems,ticker_map_name
0000912093,VIAVI SOLUTIONS INC,JDS Uniphase Corp,jds uniphase,ticker_map_name
0000912595,MID-AMERICA APT CMNTYS INC,Mid America Apartment Communities Inc,mid america apartment communities,ticker_map_name
0000912603,RADIUS RECYCLING INC,Schnitzer Steel Industries Inc,schnitzer steel industries,ticker_map_name
0000912767,UFP INDUSTRIES INC,Universal Forest Products Inc,universal forest products,ticker_map_name
0000913241,MADDEN STEVEN LTD,Steven Madden LTD,steven madden,ticker_map_name
0000913277,CLARUS CORP,Black Diamond Inc,black diamond,ticker_map_name
0000913341,C&F FINANCIAL CORP,C & F Financial Corp,c f financial,ticker_map_name
0000913760,STONEX GROUP INC,Intl Fcstone Inc,intl fcstone,ticker_map_name
0000914122,PERMA-PIPE INTERNATIONAL HOL,Mfri Inc,mfri,ticker_map_name
0000914712,STEEL CONNECT INC,Moduslink Global Solutions Inc,moduslink global solutions,ticker_map_name
0000916540,DARLING INGREDIENTS INC,Darling International Inc,darling international,ticker_map_name
0000916907,SOUTHERN MISSOURI BANCP INC,Southern Missouri Bancorp Inc,southern missouri bancorp,ticker_map_name
0000917225,SOLITARIO RESOURCES CORP,Solitario Exploration & Royalty Corp,solitario exploration royalty,ticker_map_name
0000917520,INTEGRA LIFESCIENCES HOLDNGS,Integra Lifesciences Holdings Corp,integra lifesciences,ticker_map_name
0000918251,MOTORCAR PARTS OF AMER INC,Motorcar Parts America Inc,motorcar parts america,ticker_map_name
0000919012,AMERN EAGLE OUTFITTERS INC,American Eagle Outfitters Inc,american eagle outfitters,ticker_map_name
0000919864,FINWARD BANCORP,Northwest Indiana Bancorp,northwest indiana bancorp,ticker_map_name
0000920148,LABCORP HOLDINGS INC,Laboratory Corp Of America Holdings,laboratory corp of america,ticker_map_name
0000921114,ARMATA PHARMACEUTICALS INC,Ampliphi Biosciences Corp,ampliphi biosciences,ticker_map_name
0000921557,REPUBLIC BANCORP INC/KY,Republic Bancorp Inc,republic bancorp,ticker_map_name
0000921738,PENN ENTERTAINMENT INC,Penn National Gaming Inc,penn national gaming,ticker_map_name
0000921825,FIRST INDL REALTY TRUST INC,First Industrial Realty Trust Inc,first industrial realty trust,ticker_map_name
0000922247,CYCLO THERAPEUTICS INC,CTD Holdings Inc,ctd,ticker_map_name
0000922864,APARTMENT INVST & MGMT CO,Apartment Investment & Management Co,apartment investment management,ticker_map_name
0000923120,GREENBRIER COS INC (THE),Greenbrier Companies Inc,greenbrier companies,ticker_map_name
0000924383,GENASYS INC,Lrad Corp,lrad,ticker_map_name
0000924719,SMITH-MIDLAND CORP,Smith Midland Corp,smith midland,ticker_map_name
0000924805,FREEDOM HOLDING CORP,BMB Munai Inc,bmb munai,ticker_map_name
0000924822,MILLER INDUSTRIES INC/TN,Miller Industries Inc,miller industries,ticker_map_name
0000924901,VERIS RESIDENTIAL INC,Mack Cali Realty Corp,mack cali realty,ticker_map_name
0000925741,BIOCARDIA INC,Tiger X Medical Inc,tiger x medical,ticker_map_name
0000926423,MIND TECHNOLOGY INC,Mitcham Industries Inc,mitcham industries,ticker_map_name
0000926617,ASPIRA WOMENS HEALTH INC,Vermillion Inc,vermillion,ticker_map_name
0000926844,FUSS BRANDS CORP,China Botanic Pharmaceutical,china botanic pharmaceutical,ticker_map_name
0000927003,ADVANCED ENERGY INDS INC,Advanced Energy Industries Inc,advanced energy industries,ticker_map_name
0000927066,DAVITA INC,Davita Healthcare Partners Inc,davita healthcare partners,ticker_map_name
0000928022,CALLON PETROLEUM CO/DE,Callon Petroleum Co,callon petroleum,ticker_map_name
0000928658,COVENANT LOGISTICS GROUP INC,Covenant Transportation Group Inc,covenant transportation,ticker_map_name
0000929008,WESCO INTL INC,Wesco International Inc,wesco international,ticker_map_name
0000929351,STARZ ENTERTAINMENT CORP,Lions Gate Entertainment Corp,lions gate entertainment,ticker_map_name
0000930245,AGASSI SPORTS ENTERTAIN CORP,All American Sportpark Inc,all american sportpark,ticker_map_name
0000931015,POLARIS INC,Polaris Industries Inc,polaris industries,ticker_map_name
0000931584,UNVL STAINLESS & ALLOY PRODS,Universal Stainless & Alloy Products Inc,universal stainless alloy products,ticker_map_name
0000932021,GLOBAL TECHNOLOGIES LTD,Interactive Flight Technologies Inc,interactive flight technologies,ticker_map_name
0000932781,FIRST COMMUNITY CORP/SC,First Community Corp,first community,ticker_map_name
0000933036,UPBOUND GROUP INC,Rent A Center Inc De,rent a center inc de,ticker_map_name
0000933136,MR COOPER GROUP INC,Wmi Holdings Corp,wmi,ticker_map_name
0000933972,374WATER INC,Powerverde Inc,powerverde,ticker_map_name
0000933974,AZENTA INC,Brooks Automation Inc,brooks automation,ticker_map_name
0000935419,RCI HOSPITALITY HLDGS INC,Ricks Cabaret International Inc,ricks cabaret international,ticker_map_name
0000936528,WAFD INC,Washington Federal Inc,washington federal,ticker_map_name
0000939930,PYXUS INTERNATIONAL INC,Alliance One International Inc,alliance one international,ticker_map_name
0000940942,HUB GROUP INC  -CL A,Hub Group Inc,hub,ticker_map_name
0000942126,TAITRON COMPONENTS  -CL A,Taitron Components Inc,taitron components,ticker_map_name
0000943452,WABTEC CORP,Westinghouse Air Brake Technologies Corp,westinghouse air brake technologies,ticker_map_name
0000944745,CIVISTA BANCSHARES INC,First Citizens Banc Corp,first citizens banc,ticker_map_name
0000945114,GLOBAL INDUSTRIAL CO,Systemax Inc,systemax,ticker_map_name
0000945394,SERVICE PROPERTIES TRUST,Hospitality Properties Trust,hospitality properties trust,ticker_map_name
0000945617,AMERICAN CANNABIS CO INC,Brazil Interactive Media Inc,brazil interactive media,ticker_map_name
0000945983,CLIMB GLOBAL SOLUTIONS INC,Wayside Technology Group Inc,wayside technology,ticker_map_name
0000946486,WINDTREE THERAPEUTICS INC,Discovery Laboratories Inc,discovery laboratories,ticker_map_name
0000946581,TAKE-TWO INTERACTIVE SFTWR,Take Two Interactive Software Inc,take two interactive software,ticker_map_name
0000946644,AIM IMMUNOTECH INC,Hemispherx Biopharma Inc,hemispherx biopharma,ticker_map_name
0000946647,PREMIER FINANCIAL CORP,First Defiance Financial Corp,first defiance financial,ticker_map_name
0000947559,FIRST BANCSHARES INC/MS,First Bancshares Inc,first bancshares,ticker_map_name
0000949039,DIAMOND OFFSHRE DRILLING INC,Diamond Offshore Drilling Inc,diamond offshore drilling,ticker_map_name
0000949858,ACHIEVE LIFE SCIENCES INC,Oncogenex Pharmaceuticals Inc,oncogenex pharmaceuticals,ticker_map_name
0000949870,BOSTON BEER INC  -CL A,Boston Beer Co Inc,boston beer,ticker_map_name
0000949961,INCOME OPPORTUNITY RLTY INVS,Income Opportunity Realty Investors Inc,income opportunity realty investors,ticker_map_name
0001000045,OLD MARKET CAPITAL CORP,Nicholas Financial Inc,nicholas financial,ticker_map_name
0001000623,MATIV HOLDINGS INC,Schweitzer Mauduit International Inc,schweitzer mauduit international,ticker_map_name
0001001171,BROADWAY FINANCIAL CORP/DE,Broadway Financial Corp,broadway financial,ticker_map_name
0001001233,SANGAMO THERAPEUTICS INC,Sangamo Biosciences Inc,sangamo biosciences,ticker_map_name
0001001385,NWPX INFRASTRUCTURE INC,Northwest Pipe Co,northwest pipe,ticker_map_name
0001002590,STAR GROUP LP,Star Gas Partners LP,star gas partners lp,ticker_map_name
0001003078,MSC INDUSTRIAL DIRECT  -CL A,MSC Industrial Direct Co Inc,msc industrial direct,ticker_map_name
0001004155,SOUTHERN CO GAS,Agl Resources Inc,agl resources,ticker_map_name
0001004434,AFFILIATED MANAGERS GRP INC,Affiliated Managers Group Inc,affiliated managers,ticker_map_name
0001004724,REGIONAL HEALTH PROPERTS INC,Adcare Health Systems Inc,adcare health systems,ticker_map_name
0001005101,MARYGOLD COMPANIES INC (THE),Concierge Technologies Inc,concierge technologies,ticker_map_name
0001005210,SUBURBAN PROPANE PRTNRS  -LP,Suburban Propane Partners LP,suburban propane partners lp,ticker_map_name
0001005286,LIFECORE BIOMEDL INC,Landec Corp,landec,ticker_map_name
0001005757,CSG SYSTEMS INTL INC,CSG Systems International Inc,csg systems international,ticker_map_name
0001011060,NORDICUS PARTNERS CORP,Advansource Biomaterials Corp,advansource biomaterials,ticker_map_name
0001012477,AVADEL PHARMACEUTICALS PLC,Flamel Technologies SA,flamel technologies sa,ticker_map_name
0001013880,TTEC HOLDINGS INC,Teletech Holdings Inc,teletech,ticker_map_name
0001013934,STRATEGIC EDUCATION INC,Strayer Education Inc,strayer education,ticker_map_name
0001014739,OPTION CARE HEALTH INC,Bioscrip Inc,bioscrip,ticker_map_name
0001014763,AINOS INC,Amarillo Biosciences Inc,amarillo biosciences,ticker_map_name
0001015383,OUTDOOR HOLDING CO,Retrospettiva Inc,retrospettiva,ticker_map_name
0001017480,HIBBETT INC,Hibbett Sports Inc,hibbett sports,ticker_map_name
0001017491,SEELOS THERAPEUTICS INC,Apricus Biosciences Inc,apricus biosciences,ticker_map_name
0001018399,ENTERPRISE BANCORP INC/MA,Enterprise Bancorp Inc,enterprise bancorp,ticker_map_name
0001018724,AMAZON.COM INC,Amazon Com Inc,amazon com,ticker_map_name
0001018840,ABERCROMBIE & FITCH  -CL A,Abercrombie & Fitch Co,abercrombie fitch,ticker_map_name
0001018963,ATI INC -NEW,Allegheny Technologies Inc,allegheny technologies,ticker_map_name
0001019034,BIO-KEY INTERNATIONAL INC,Bio Key International Inc,bio key international,ticker_map_name
0001021561,NU SKIN ENTERPRISES  -CL A,Nu Skin Enterprises Inc,nu skin enterprises,ticker_map_name
0001021860,NOV INC,National Oilwell Varco Inc,national oilwell varco,ticker_map_name
0001022505,SIDECHANNEL INC,National Scientific Corp,national scientific,ticker_map_name
0001022652,INSEEGO CORP,Novatel Wireless Inc,novatel wireless,ticker_map_name
0001022899,PROTAGENIC THERAPEUTICS INC,New Motion Inc,new motion,ticker_map_name
0001023128,LITHIA MOTORS INC  -CL A,Lithia Motors Inc,lithia motors,ticker_map_name
0001023994,OLENOX INDUSTRIES INC,SG Blocks Inc,sg blocks,ticker_map_name
0001024795,HELIOS TECHNOLOGIES INC,Sun Hydraulics Corp,sun hydraulics,ticker_map_name
0001025835,ENTERPRISE FINL SERVICES CP,Enterprise Financial Services Corp,enterprise financial services,ticker_map_name
0001026214,FEDERAL HOME LOAN MORTG CORP,Federal Home Loan Mortgage Corp,federal home loan mortgage,ticker_map_name
0001030192,IDAHO STRTEGIC RESOURCES INC,New Jersey Mining Co,new jersey mining,ticker_map_name
0001031235,GLOBAL SELF STORAGE INC,Self Storage Group Inc,self storage,ticker_map_name
0001035201,CALIFORNIA WATER SERVICE GP,California Water Service Group,california water service,ticker_map_name
0001035443,ALEXANDRIA R E EQUITIES INC,Alexandria Real Estate Equities Inc,alexandria real estate equities,ticker_map_name
0001035976,FNCB BANCORP INC,First National Community Bancorp Inc,first national community bancorp,ticker_map_name
0001036044,IDENTIV INC,Identive Group Inc,identive,ticker_map_name
0001037540,BXP INC,Boston Properties Inc,boston properties,ticker_map_name
0001037646,METTLER-TOLEDO INTL INC,Mettler Toledo International Inc,mettler toledo international,ticker_map_name
0001037676,ARCH RESOURCES INC,Arch Coal Inc,arch coal,ticker_map_name
0001038277,RADNOSTIX INC,International Isotopes Inc,international isotopes,ticker_map_name
0001038773,SMARTFINANCIAL INC,Cornerstone Bancshares Inc,cornerstone bancshares,ticker_map_name
0001039466,NOVACCESS GLOBAL INC,Xsunx Inc,xsunx,ticker_map_name
0001039828,AMERICAN NATIONAL GROUP INC,American Equity Investment Life Holding Co,american equity investment life,ticker_map_name
0001040829,RYMAN HOSPITALITY PPTYS INC,Ryman Hospitality Properties Inc,ryman hospitality properties,ticker_map_name
0001040896,INTELLICHECK INC,Intellicheck Mobilisa Inc,intellicheck mobilisa,ticker_map_name
0001041514,LESAKA TECHNOLOGIES INC,Net 1 Ueps Technologies Inc,net 1 ueps technologies,ticker_map_name
0001041657,URBAN ONE INC,Radio One Inc,radio one,ticker_map_name
0001041859,CHILDRENS PLACE INC,Childrens Place Retail Stores Inc,childrens place retail stores,ticker_map_name
0001042187,YUNHONG GREEN CTI LTD,Cti Industries Corp,cti industries,ticker_map_name
0001042418,INHIBITOR THERAPEUTICS INC,Hedgepath Pharmaceuticals Inc,hedgepath pharmaceuticals,ticker_map_name
0001042893,INNOVEX INTERNATIONAL INC,Dril-quip Inc,drilquip,ticker_map_name
0001043000,SONIDA SENIOR LIVING INC,Capital Senior Living Corp,capital senior living,ticker_map_name
0001043186,STABILIS SOLUTIONS INC,American Electric Technologies Inc,american electric technologies,ticker_map_name
0001043509,SONIC AUTOMOTIVE INC  -CL A,Sonic Automotive Inc,sonic automotive,ticker_map_name
0001043961,PRECIPIO INC,Transgenomic Inc,transgenomic,ticker_map_name
0001044777,ONESPAN INC,Vasco Data Security International Inc,vasco data security international,ticker_map_name
0001045742,LIVE VENTURES INC,Livedeal Inc,livedeal,ticker_map_name
0001045942,TRACK GROUP INC,Securealert Inc,securealert,ticker_map_name
0001046311,CHOICE HOTELS INTL INC,Choice Hotels International Inc,choice hotels international,ticker_map_name
0001046568,PERDOCEO EDUCATION CORP,Career Education Corp,career education,ticker_map_name
0001048268,IES HOLDINGS INC,Integrated Electrical Services Inc,integrated electrical services,ticker_map_name
0001048286,MARRIOTT INTL INC,Marriott International Inc,marriott international,ticker_map_name
0001048695,F5 INC,F5 Networks Inc,f5 networks,ticker_map_name
0001049502,MKS INC,MKS Instruments Inc,mks instruments,ticker_map_name
0001050441,EAGLE BANCORP INC/MD,Eagle Bancorp Inc,eagle bancorp,ticker_map_name
0001050446,STRATEGY INC,Microstrategy Inc,microstrategy,ticker_map_name
0001050743,PEAPACK-GLADSTONE FINAN CORP,Peapack Gladstone Financial Corp,peapack gladstone financial,ticker_map_name
0001051343,COMMUNITY WEST BANCSHRS -OLD,Community West Bancshares,community west bancshares,ticker_map_name
0001051470,CROWN CASTLE INC,Crown Castle International Corp,crown castle international,ticker_map_name
0001051514,STRATA SKIN SCIENCES INC,Mela Sciences Inc,mela sciences,ticker_map_name
0001053691,CERVOMED INC,Stratus Media Group Inc,stratus media,ticker_map_name
0001054102,INTERPACE BIOSCIENCES INC,Pdi Inc,pdi,ticker_map_name
0001056285,BRAND HOUSE COLLECTIVE INC,Kirklands Inc,kirklands,ticker_map_name
0001056288,FEDERATED HERMES INC,Federated Investors Inc,federated investors,ticker_map_name
0001057706,FIRST BANCORP P R,First Bancorp,first bancorp,ticker_map_name
0001058290,COGNIZANT TECH SOLUTIONS,Cognizant Technology Solutions Corp,cognizant technology solutions,ticker_map_name
