batch_id,batch_row_id,sampling_seed,selection_reason,sentence_id,sentence_text_id,sentence,sentence_norm,source_file,source_year,source_quarter,source_form,source_cik,sentence_index,manifest_id,manifest_row_id,source_window_id,token_count,fragment_score,integrity_flags,sic,ff12_code,ff12_name,industry_metadata_source,length_bin,edge_case_flag,filing_selection_reason,original_sentence,original_sentence_index,prior_manual_label,prior_assistive_label,source_section,match_status,match_score,candidate_sentence_index,prelabel_eligible,skip_reason,assistive_label,assistive_confidence,assistive_rationale,assistive_model,assistive_generated_at,assistive_prompt_hash,label,is_uncertain,uncertainty_note,source_input_path,label_source,assistive_present
labeling_batch_v2,758187023c856090,20260311,quarter_diversity_fill,86b5f21d047094ef,f651dc14bae8302c,"These AI-related initiatives, whether successful or not, could cause us to incur substantial costs.",these ai related initiatives whether successful or not could cause us to incur substantial costs,2024/QTR1/20240228_10-K_edgar_data_105319_0000950170-24-022144.txt,2024,1,10-K,105319,9,expansion_2024_batch_04,0909a48a805abf7c,active_2021_2024,14,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Primary function is risk disclosure about potential costs, not claiming current capability or offering.",gpt-5-mini,2026-03-14T02:01:47.161065+00:00,8cd2cd607eae8b378400871dd9ffdcbc4abb94b6d0d36d2880b3e845f191cd1a,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,b20b3bd79c0b7782,20260312,quarter_diversity_fill,79ba9e420ed57b76,b4b5a3e4aa53c268,"For example, AI algorithms that we use may be flawed or may be based on datasets that are biased or insufficient.",for example ai algorithms that we use may be flawed or may be based on datasets that are biased or insufficient,2024/QTR1/20240228_10-K_edgar_data_105319_0000950170-24-022144.txt,2024,1,10-K,105319,12,expansion_2024_batch_04,0909a48a805abf7c,active_2021_2024,21,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic risk disclosure about AI algorithm flaws/biases, not a firm-specific capability claim.",gpt-5-mini,2026-03-14T17:22:26.150329+00:00,f0b6130fee1f9894d1fbe1100fddf2de83a72affe12c146dcef9fdd9dae7822e,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,9c75457d0cbb9bf0,20260311,quarter_diversity_fill,f0b1e050b3f1aa1a,03223b1ef56651c6,"Further, any adoption of artificial intelligence by us or by third parties may pose new security challenges.",further any adoption of artificial intelligence by us or by third parties may pose new security challenges,2024/QTR1/20240228_10-K_edgar_data_1061937_0001070750-24-000081.txt,2024,1,10-K,1061937,2,expansion_2024_batch_04,8ba4d59c67deacd7,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,"Risk disclosure about potential security challenges—generic, not a claim of current capability or offering.",gpt-5-mini,2026-03-14T02:01:48.485729+00:00,e35fcde3e32b4702d0d273f9bd72d869481dfef840136e1613467fea1bb08d2c,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v2,64fb92adb52e0b4f,20260311,quarter_diversity_fill,d45aad6a9beb03d3,3e23594e32c5b269,Governments have passed and are likely to pass additional laws regulating generative AI.,governments have passed and are likely to pass additional laws regulating generative ai,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2024,1,10-K,1070494,2,expansion_2024_batch_04,80cd1b948d9cece2,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,"Generic regulatory risk statement, no firm-specific capability or investment disclosed.",gpt-5-mini,2026-03-14T02:01:49.989333+00:00,83d56764b2d4b62a8365ec959246c20aaa5f539cf1918ee0a0443fc8df0d3922,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,200d0730f430c336,20260312,quarter_diversity_fill,0da1f547d86aae0d,1f8dc0437bb3ccb8,"If we are unable to use generative AI, it could make our business less efficient and result in competitive disadvantages.",if we are unable to use generative ai it could make our business less efficient and result in competitive disadvantages,2024/QTR1/20240228_10-K_edgar_data_1070494_0000950170-24-021473.txt,2024,1,10-K,1070494,3,expansion_2024_batch_04,80cd1b948d9cece2,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,"Primary function is risk disclosure about potential impact, not stating a current capability or offering.",gpt-5-mini,2026-03-14T17:22:27.647336+00:00,3c09c72e1b5301da1fc920c14157b3ebb2654a92d263f40d54333b20de4e7aa8,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v1,123541d963f54fcb,20260306,quarter_diversity_fill,bb47cd599da87e48,c70f3c9203c19e94,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers. 17 We are dependent upon the availability of credit, and changes in interest rates can impact our business.",as a result of these competitive advantages our competitors and potential competitors may be able to respond more quickly to market forces take advantage of acquisitions or other opportunities more readily undertake more extensive marketing campaigns for their brands products and services more successfully utilize developing technology including data analytics artificial intelligence and machine learning and make more attractive offers to our existing and potential customers 17 we are dependent upon the availability of credit and changes in interest rates can impact our business,2024/QTR1/20240229_10-K_edgar_data_1000623_0001000623-24-000009.txt,2024,1,10-K,1000623,1,pilot_2024_10k_v1,2ec9ff91d6d692ed,active_2021_2024,66,0.0,[],,12,Other,unknown,long,True,quarter_fill,"As a result of these competitive advantages, our competitors and potential competitors may be able to respond more quickly to market forces, take advantage of acquisitions or other opportunities more readily, undertake more extensive marketing campaigns for their brands, products and services, more successfully utilize developing technology, including data analytics, artificial intelligence, and machine learning, and make more attractive offers to our existing and potential customers.",1.0,,,item_1_business,similarity,0.849752,1.0,True,,Irrelevant,high,"Generic competitive/risk statement mentioning AI, not a firm capability claim.",gpt-5-mini,2026-03-13T00:08:26.739119+00:00,ef71f8442d482e1cb7c90d04f2a45c6104ad9ec2c40c8a00ef1219ae434fae99,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,829636c452640265,20260306,quarter_diversity_fill,56c4d36f2c8584d2,e334fa6d529b2099,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,our business is exposed to certain risks associated with artificial intelligence ai and other new technologies,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,1,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,False,quarter_fill,Our business is exposed to certain risks associated with artificial intelligence AI and other new technologies.,1.0,,,item_1_business,exact,1.0,1.0,True,,Irrelevant,high,"Generic risk disclosure about AI exposure, no firm-specific current capability or offering.",gpt-5-mini,2026-03-13T00:08:30.268223+00:00,53be05333c594ce1b6c48f3fa35dd7624e13803338b6a4e5b1b2282b0ca896db,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,29d0e1cced93ea41,20260306,quarter_diversity_fill,e8e83c9072dbe69d,e61e8324d8354172,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",for example nowadays a major number of software hardware services and in general technological solutions vendors are including ai components for a very wide range of applications and we may find improvement opportunities by developing and applying ai in several of our business and operational processes,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,2,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,46,0.0,[],,12,Other,unknown,long,True,quarter_fill,"For example, nowadays a major number of software, hardware, services and in general technological solutions vendors are including AI components for a very wide range of applications; and we may find improvement opportunities by developing and applying AI in several of our business and operational processes.",2.0,,,item_1_business,exact,1.0,2.0,True,,Speculative,high,"Firm expresses potential intention to develop/apply AI (forward-looking, not a present factual claim).",gpt-5-mini,2026-03-13T00:08:32.735042+00:00,595b8fc7d519469127eac5dadd68d91429fa65b3ac565b7fc8094a42cab61bf4,Speculative,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,0c05517ef52bd4a3,20260306,quarter_diversity_fill,f8276926a94d6f5c,c918f0609a02951e,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",our ability to implement new technologies including ai may affect our competitiveness and consequently our results of operations,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,3,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,18,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"Our ability to implement new technologies, including AI, may affect our competitiveness and, consequently, our results of operations.",3.0,,,item_1_business,exact,1.0,3.0,True,,Irrelevant,high,"Generic risk statement about potential impact of AI, not a firm-specific current capability claim.",gpt-5-mini,2026-03-13T00:08:34.579925+00:00,8491e6ae7197546bb0bd3f9a467c2257b694b3e2182b054953b2047a95af1d6b,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,9f6edd9617dedf98,20260306,quarter_diversity_fill,359aa6023eaf64c6,41edb487722fe788,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",in addition we may utilize ai and other new technologies in software provided by third parties to enhance our capabilities in producing copper improving business processes and responding to threats to our technology platforms,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,4,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,34,0.0,[],,12,Other,unknown,long,True,quarter_fill,"In addition, we may utilize AI and other new technologies in software provided by third parties to enhance our capabilities in producing copper, improving business processes and responding to threats to our technology platforms.",4.0,,,item_1_business,exact,1.0,4.0,True,,Speculative,high,Describes potential future use ('may utilize') not a present factual claim of capability or investment.,gpt-5-mini,2026-03-13T00:08:36.090567+00:00,4f3d4440caaf2e2a488fb0b145b7cb5125115506da3d65e4545ef39137584f32,Speculative,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,835134f4d3a3439b,20260306,quarter_diversity_fill,4b873d84bdc19408,2d08bad4714d68aa,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,the use of ai when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data,2024/QTR1/20240229_10-K_edgar_data_1001838_0001558370-24-002119.txt,2024,1,10-K,1001838,5,pilot_2024_10k_v1,c86005d01367acff,active_2021_2024,29,0.0,[],,12,Other,unknown,long,True,quarter_fill,The use of AI when lacking of a strategy and a governance model may increase our exposure to cybersecurity risks and additional risks relating to the protection of data.,5.0,,,item_1_business,exact,1.0,5.0,True,,Irrelevant,high,"Primary function is risk disclosure about AI exposure, not a firm capability or offering.",gpt-5-mini,2026-03-13T00:08:37.590866+00:00,ec7f06aeb7b438451766d04fea0162b785afe02ec3fa2c6e6e6dd2d5a1327e20,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,5b8433b064fefcc7,20260306,quarter_diversity_fill,c93d40aa23b5aef2,496d430fe68b7d88,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",cyber attacks could include viruses malicious or destructive code phishing attacks denial of service attacks supply chain attacks ransomware and other extortion based attacks improper access by third parties attacks on email systems and attacks leading to data loss operational control or exploitation of vulnerabilities specific to internally developed systems or to those provided and or maintained by our suppliers including those attacks arising from or generated by artificial intelligence among various other security breaches,2024/QTR1/20240229_10-K_edgar_data_1002910_0001002910-24-000056.txt,2024,1,10-K,1002910,2,pilot_2024_10k_v1,77315bb51c5729b2,active_2021_2024,73,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Cyber attacks could include viruses, malicious or destructive code, phishing attacks, denial of service attacks, supply chain attacks, ransomware and other extortion-based attacks, improper access by third parties, attacks on email systems, and attacks leading to data loss, operational control, or exploitation of vulnerabilities specific to internally developed systems or to those provided and/or maintained by our suppliers, including those attacks arising from or generated by artificial intelligence, among various other security breaches.",2.0,,,item_1a_risk_factors,exact,1.0,2.0,True,,Irrelevant,high,"Generic risk disclosure mentioning AI as attack source, not a firm capability claim.",gpt-5-mini,2026-03-13T00:08:38.996322+00:00,355d0856965ce97bbb017cdf9ff7956584fcd41e545ebdcc544da0c6c165f41b,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v2,f68c9a746db32cb5,20260311,quarter_diversity_fill,94a015de69bbc8fc,7b524209217f3813,"Deploying AI too rapidly without appropriate controls may result in poor client adoption, liability, and reputational damage.",deploying ai too rapidly without appropriate controls may result in poor client adoption liability and reputational damage,2024/QTR1/20240229_10-K_edgar_data_1013880_0001558370-24-002207.txt,2024,1,10-K,1013880,18,expansion_2024_batch_02,59ef05119449ecaf,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,"Risk disclosure about AI deployment consequences, not a firm-specific capability or offering.",gpt-5-mini,2026-03-14T02:01:51.434925+00:00,76cd52a652c45371b329deb7f6fd0c83fdca310b1bacf2dff90b28aa04656023,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,facabffb2d55c8c8,20260312,quarter_diversity_fill,8840d3d44a679062,ae726a114797bb73,"As with many disruptive technologies, however, AI presents risks and unintended consequences that could affect its adoption.",as with many disruptive technologies however ai presents risks and unintended consequences that could affect its adoption,2024/QTR1/20240229_10-K_edgar_data_1013880_0001558370-24-002207.txt,2024,1,10-K,1013880,21,expansion_2024_batch_02,59ef05119449ecaf,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,Generic risk statement about AI adoption; no firm-specific present capability or investment disclosed.,gpt-5-mini,2026-03-14T17:22:29.120731+00:00,08d14bb7f982f457ff0e87dc6998240c5f034b4fde945692b8554a4675868ed9,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v2,90c592991dfa9c2c,20260311,quarter_diversity_fill,505035db6212f1bb,f96d5de847787b2f,Limited-risk AI systems are subject mainly to transparency requirements only and minimal-risk AI systems are not subject to obligations under the AI Act.,limited risk ai systems are subject mainly to transparency requirements only and minimal risk ai systems are not subject to obligations under the ai act,2024/QTR1/20240305_10-K_edgar_data_1034842_0001558370-24-002475.txt,2024,1,10-K,1034842,5,expansion_2024_batch_02,5350b9f54a0359a4,active_2021_2024,23,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic regulatory description about AI Act obligations, not a firm-specific claim.",gpt-5-mini,2026-03-14T02:01:53.113967+00:00,369a1530d4c057742e97493f770a4a3157715bdb46bcfb25dc032732de528df3,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,83b9cfc5dcf8807e,20260312,quarter_diversity_fill,33d5cc4b3735eb76,f097ed2b709a2bdb,Non-compliance with the AI Act may be subject to regulatory fines of up to 7 of annual worldwide turnover.,non compliance with the ai act may be subject to regulatory fines of up to 7 of annual worldwide turnover,2024/QTR1/20240305_10-K_edgar_data_1034842_0001558370-24-002475.txt,2024,1,10-K,1034842,8,expansion_2024_batch_02,5350b9f54a0359a4,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,other,,,,,,Irrelevant,high,"Generic regulatory risk statement, not a firm-specific capability or offering.",gpt-5-mini,2026-03-14T17:22:30.867988+00:00,3252dcf0984a52600176212d8cb008a7b57d406123395a6c62c264e2566756a0,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v1,396acf00fe2e19c2,20260306,quarter_diversity_fill,638fb54699bbe41a,f0fc4bc053138873,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",accordingly no matter how well designed or implemented our controls are we will not be able to anticipate all security breaches of these types including security threats that may result from third parties improperly employing ai technologies and we may not be able to implement effective preventive measures against such security breaches in a timely manner,2024/QTR1/20240306_10-K_edgar_data_1001614_0001001614-24-000010.txt,2024,1,10-K,1001614,1,pilot_2024_10k_v1,2c6049524ae17b96,active_2021_2024,56,0.0,[],,12,Other,unknown,long,True,quarter_fill,"Accordingly, no matter how well designed or implemented our controls are, we will not be able to anticipate all security breaches of these types, including security threats that may result from third parties improperly employing AI technologies, and we may not be able to implement effective preventive measures against such security breaches in a timely manner.",1.0,,,item_1a_risk_factors,exact,1.0,1.0,True,,Irrelevant,high,"Primary function is risk disclosure about AI-related threats, not a firm capability or offering.",gpt-5-mini,2026-03-13T00:08:40.637257+00:00,31b37f5fa3518c8f04d66fafb0dce66244e7375798973106d33a8fc744691070,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v2,0232c9ef24fd6041,20260311,quarter_diversity_fill,b17f20392c1ceffc,c5ad9c9cfdc77cb9,"Additionally, the rapid advancement of AI may give rise to additional cyber vulnerabilities.",additionally the rapid advancement of ai may give rise to additional cyber vulnerabilities,2024/QTR1/20240306_10-K_edgar_data_1006837_0001006837-24-000023.txt,2024,1,10-K,1006837,3,expansion_2024_batch_01,ab45d0e9148d0432,active_2021_2024,13,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,Generic cyber-risk statement about AI in risk section; no firm-specific capability or action disclosed.,gpt-5-mini,2026-03-14T02:01:54.793521+00:00,d2e4c10c522e26f6e1b965ffdbe6ca5d97c1cd16ea0fe8efc7033a1e138a7230,Irrelevant,0,,data/labels/v1/labeling_batch_v2_filled.csv,human_verified,True
labeling_batch_v3,686d7e54267e06fd,20260312,quarter_diversity_fill,150d9c0a507dee73,5c176acc0e1cae76,"Through generative AI, potential threats may have new tools to automate and refine attacks or evade detection.",through generative ai potential threats may have new tools to automate and refine attacks or evade detection,2024/QTR1/20240306_10-K_edgar_data_1006837_0001006837-24-000023.txt,2024,1,10-K,1006837,4,expansion_2024_batch_01,ab45d0e9148d0432,active_2021_2024,17,0.0,[],,12,Other,unknown,medium,True,quarter_round_robin,,,,,item_1a_risk_factors,,,,,,Irrelevant,high,"Generic risk disclosure about threats using generative AI, no firm-specific capability or offering.",gpt-5-mini,2026-03-14T17:22:32.366558+00:00,09d82c88957460382936f027047323b3221eda12a9555a4d9ef37fb3e79690de,Irrelevant,0,,data/labels/v1/labeling_batch_v3_filled.csv,human_verified,True
labeling_batch_v1,9ec901a6342cc02a,20260306,quarter_diversity_fill,c84ad991b2421175,cf709124d81a5c75,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",the development and use of artificial intelligence or ai present risks and challenges that may adversely impact our business,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,1,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,20,0.0,[],,12,Other,unknown,medium,True,quarter_fill,"The development and use of Artificial Intelligence, or AI, present risks and challenges that may adversely impact our business .",1.0,,,item_1a_risk_factors,exact,1.0,1.0,True,,Irrelevant,high,"Generic risk disclosure about AI's impact, no firm-specific capability or investment claimed.",gpt-5-mini,2026-03-13T00:08:42.225407+00:00,78536f313105f64a79c19a7412b31f572d1363a6156599c90fad94f1011fab94,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,6db237c27f5e1f67,20260306,quarter_diversity_fill,203d3d4b98263e0b,ed5a9a1a8a58cb3d,"We or our third-party vendors, service providers, dealerships, contractors or FSPs with which we have relationships may develop or incorporate AI technology in certain business processes, services or products.",we or our third party vendors service providers dealerships contractors or fsps with which we have relationships may develop or incorporate ai technology in certain business processes services or products,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,2,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,29,0.0,[],,12,Other,unknown,long,True,quarter_fill,"We or our third-party vendors, service providers, dealerships, contractors or FSPs with which we have relationships may develop or incorporate AI technology in certain business processes, services or products.",2.0,,,item_1a_risk_factors,exact,1.0,2.0,True,,Irrelevant,high,Risk-section speculative wording about possible future incorporation; no present factual claim of capability.,gpt-5-mini,2026-03-13T00:08:44.423057+00:00,b86255f11e7f9b9f031fa85666e713a2214e1ad891735c9d108c0eb7758baded,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,651574e1f5bd724f,20260306,quarter_diversity_fill,9bf1cfde30d910a5,0b9f848519a4bd57,The development and use of AI present a number of risks and challenges to our business.,the development and use of ai present a number of risks and challenges to our business,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,3,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,16,0.0,[],,12,Other,unknown,medium,False,quarter_fill,The development and use of AI present a number of risks and challenges to our business.,3.0,,,item_1a_risk_factors,exact,1.0,3.0,True,,Irrelevant,high,"Generic risk disclosure in risk-factors section, no firm-specific present capability or offering disclosed.",gpt-5-mini,2026-03-13T00:08:45.853755+00:00,b9ba05a7ba29860ca0c7ac009ffb1d7effac93a5a3c5f1a05f6632515a5f89b0,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,bb407b110bf780f8,20260306,quarter_diversity_fill,eb3177dbc1005f1d,73fee3c5b676a9d5,"The legal and regulatory environment relating to AI is uncertain and rapidly evolving, both in the U.S. and internationally, and includes regulatory schemes targeted specifically at AI as well as provisions in intellectual property, privacy, consumer protection, employment and other laws applicable to the use of AI.",the legal and regulatory environment relating to ai is uncertain and rapidly evolving both in the u s and internationally and includes regulatory schemes targeted specifically at ai as well as provisions in intellectual property privacy consumer protection employment and other laws applicable to the use of ai,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,4,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,47,0.0,[],,12,Other,unknown,long,True,quarter_fill,"The legal and regulatory environment relating to AI is uncertain and rapidly evolving, both in the U.S. and internationally, and includes regulatory schemes targeted specifically at AI as well as provisions in intellectual property, privacy, consumer protection, employment and other laws applicable to the use of AI.",4.0,,,item_1a_risk_factors,exact,1.0,4.0,True,,Irrelevant,high,"Generic regulatory risk discussion about AI, no firm-specific current capability or offering disclosed.",gpt-5-mini,2026-03-13T00:08:47.243048+00:00,c8e20f5ef83ce30bb93831abcb8176d19d3af5865d3c9b4008464c067fa6fe5d,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,44231065f065bbe2,20260306,quarter_diversity_fill,56525e396d7dc01f,f77ebb42c28ee1ad,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers.",ai models particularly generative ai models may produce output or take action that is incorrect that result in the release of private confidential or proprietary information that reflect biases included in the data on which they are trained infringe on the intellectual property rights of others or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,5,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,61,0.0,[],,12,Other,unknown,long,True,quarter_fill,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful or which produce outcomes contrary to the expectations of consumers.",5.0,,,item_1a_risk_factors,exact,1.0,5.0,True,,Irrelevant,high,Generic risk disclosure about AI harms in risk factors section; no firm-specific capability claim.,gpt-5-mini,2026-03-13T00:08:49.992253+00:00,87b8a5ffb4b6ddef24834be9e94b582b01c2f23cc6952099efef9eb33cd87214,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,85aee086290ddbad,20260306,quarter_diversity_fill,66f7a1c49bf35fd7,580d7069ac856955,"In addition, the complexity of many AI models makes it challenging to understand why they are generating particular outputs.",in addition the complexity of many ai models makes it challenging to understand why they are generating particular outputs,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,6,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,19,0.0,[],,12,Other,unknown,medium,False,quarter_fill,"In addition, the complexity of many AI models makes it challenging to understand why they are generating particular outputs.",6.0,,,item_1a_risk_factors,exact,1.0,6.0,True,,Irrelevant,high,"Generic statement about AI model complexity and interpretability in a risk section, no firm-specific capability claim.",gpt-5-mini,2026-03-13T00:08:51.910707+00:00,af763a4939924ff5349b25aad98401d297d498498734d85e50c7e058870be916,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
labeling_batch_v1,b9a6fc11471571e2,20260306,quarter_diversity_fill,a522c8a07bf2d70a,bb15492c9e09c675,"This limited transparency increases the challenges associated with assessing the proper operation of AI models, understanding and monitoring the capabilities of the AI models, reducing erroneous output, eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made.",this limited transparency increases the challenges associated with assessing the proper operation of ai models understanding and monitoring the capabilities of the ai models reducing erroneous output eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made,2024/QTR1/20240307_10-K_edgar_data_1000209_0000950170-24-027942.txt,2024,1,10-K,1000209,7,pilot_2024_10k_v1,05ed206c8b4fb0eb,active_2021_2024,46,0.0,[],,12,Other,unknown,long,False,quarter_fill,"This limited transparency increases the challenges associated with assessing the proper operation of AI models, understanding and monitoring the capabilities of the AI models, reducing erroneous output, eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made.",7.0,,,item_1a_risk_factors,exact,1.0,7.0,True,,Irrelevant,high,"Generic risk disclosure about AI transparency and compliance, not a firm capability claim.",gpt-5-mini,2026-03-13T00:08:53.269352+00:00,e374b56183c99288f92db1d131b9bd67049bf5dd2c9dc8109bce5775ee0969d6,Irrelevant,0,,data/labels/v1/labeling_batch_v1_filled_v2_4.csv,human_verified,True
