irr_item_id,sample_id,batch_row_id,sentence_id,sentence,source_cik,source_year,source_form,source_file,sentence_index,ff12_code,ff12_name,label,rater1_label,rater2_label,rater2_note
f470393be52a113b,bf2136aa994a1776,bf2136aa994a1776,0ccc9d39cf23cb67,"AFG may also utilize AI to assist with modeled outputs and related analyses, the results of which may be unintentionally deficient, inaccurate or misleading.",1042046,2024,10-K,2024/QTR1/20240223_10-K_edgar_data_1042046_0001042046-24-000009.txt,5,12,Other,Irrelevant,Irrelevant,,
93e81319dd0d68cf,bfa9bf530734bc00,bfa9bf530734bc00,4f240e993686d58c,"If the Company is unable to maintain a compelling web presence, including by successfully responding to new technology trends (such as generative artificial intelligence), competitors' websites may be perceived as easier to use or better able to satisfy customer needs.",1084869,2024,10-K,2024/QTR3/20240906_10-K_edgar_data_1084869_0001437749-24-028591.txt,1,12,Other,Irrelevant,Irrelevant,,
e88cbc3704b5952a,c276a4d46eb7526a,c276a4d46eb7526a,95db85479afb8040,"For example, the Artificial Intelligence Act, recently adopted by the EU, sets forth new AI risk categorization, obligations, and prohibitions.",1002047,2024,10-K,2024/QTR2/20240610_10-K_edgar_data_1002047_0000950170-24-071327.txt,19,12,Other,Irrelevant,Irrelevant,,
68e873cd95d69bc4,cda07840fa9e18a8,cda07840fa9e18a8,e20f398d689677aa,"Such laws and regulations include the California Consumer Protection Act, the California Privacy Rights Act, data protection and AI regulations in the European Union, and other similar regulations that may change or be added to frequently.",14693,2024,10-K,2024/QTR2/20240614_10-K_edgar_data_14693_0000014693-24-000086.txt,1,12,Other,Irrelevant,Irrelevant,,
19996e7336662d83,d1c4317baf81cdd9,d1c4317baf81cdd9,d0d9f2a3ca8539a5,"Moreover, the rapid evolution and increasing adoption of artificial intelligence technologies could both intensify our cybersecurity risks and introduce new risks.",1618673,2024,10-K,2024/QTR3/20240814_10-K_edgar_data_1618673_0000950170-24-097033.txt,1,12,Other,Irrelevant,Irrelevant,,
f83cd61fde90f3ef,d273144a622a8f91,d273144a622a8f91,8fb857b3e8b06fa0,"Additionally, as we increase our use of artificial intelligence tools into our operations, the risk of unauthorized access to our data and of making compliance errors or erroneous decisions based on our reliance on the AI tool will increase.",16040,2024,10-K,2024/QTR4/20241120_10-K_edgar_data_16040_0000950170-24-129210.txt,1,12,Other,Irrelevant,Irrelevant,,
85915399136cc104,db7962bda330be8d,db7962bda330be8d,22e73f630feab377,"The use of AI, particularly generative AI, presents opportunities as well as risks that could negatively impact the business.",1090872,2024,10-K,2024/QTR4/20241220_10-K_edgar_data_1090872_0001090872-24-000049.txt,4,12,Other,Irrelevant,Irrelevant,,
261b4f3104b667b0,dfad15052f5b5f66,dfad15052f5b5f66,e11479b2c3c5519d,"For example, as Artificial Intelligence (""AI"") continues to evolve, cyber-attackers could also use AI to develop malicious code and sophisticated phishing attempts.",1140859,2024,10-K,2024/QTR4/20241126_10-K_edgar_data_1140859_0001140859-24-000177.txt,1,12,Other,Irrelevant,Irrelevant,,
c7be10e86fb8a818,fdf4e79ad354e26c,fdf4e79ad354e26c,8b094124a8b7d91b,"Data that artificial intelligence applications utilize are likely to contain a degree of inaccuracy and error, which could result in flawed algorithms.",1433642,2024,10-K,2024/QTR2/20240523_10-K_edgar_data_1433642_0001433642-24-000064.txt,7,12,Other,Irrelevant,Irrelevant,,
48aa0c2ed1844714,0851b7eced8f98d4,0851b7eced8f98d4,743d206097233871,We expect that increased investment will be required in the future to continuously improve our use of AI Technologies.,1411688,2024,10-K,2024/QTR2/20240528_10-K_edgar_data_1411688_0001628280-24-025287.txt,8,12,Other,Speculative,Speculative,,
b8d8be924a422a72,0f45ef60ef27e26a,0f45ef60ef27e26a,b2aa133e99708d1f,"Further, we expect that the breadth and complexity of our information and technology systems and infrastructure will increase as we expand our product offerings to utilize and generate data analytics and potentially artificial intelligence (which create emerging enterprise risks, including but not limited to cybersecurity, monitoring, and oversight).",10456,2024,10-K,2024/QTR1/20240208_10-K_edgar_data_10456_0001628280-24-003932.txt,1,12,Other,Speculative,Speculative,,
d5e7f7f034ad6451,11bdd6c401a53dec,11bdd6c401a53dec,2e8039eb0677d6d4,This risk management process gets progressively more insightful as our data set gets larger and our AI-enabled risk engine gets smarter.,1786352,2024,10-K,2024/QTR3/20240823_10-K_edgar_data_1786352_0001786352-24-000035.txt,8,12,Other,Speculative,Speculative,,
6d620e03a3501782,1e1262423267bb62,1e1262423267bb62,8047a3d84881cef0,Expenses Research and Development : Developing and maintaining the proprietary NLP technology and architecture will be a significant future expense for the Company.,1388295,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1388295_0001493152-24-012247.txt,11,12,Other,Speculative,Speculative,,
77a924418a961626,205d8aea61df6222,205d8aea61df6222,fc6239ff5e979d47,"Our business is highly-competitive, and our success may require the adoption of new and emerging technologies, such as AI, and specifically generative AI, by us or our business partners.",103379,2024,10-K,2024/QTR2/20240523_10-K_edgar_data_103379_0000103379-24-000008.txt,4,12,Other,Speculative,Speculative,,
21a1481193da62c8,2dea731bdc0737c5,2dea731bdc0737c5,eded9fa6fe02fe3e,We may continue to integrate open-source AI algorithms in the research and development of new product or service offerings.,2013807,2024,10-K,2024/QTR4/20241024_10-K_edgar_data_2013807_0001213900-24-090457.txt,12,12,Other,Speculative,Speculative,,
a405bae8b96100bf,34d06356daa007a3,34d06356daa007a3,18b177a18bf8b187,"In the future, we intend to deliver a range of AI-ECG algorithms, via each product.",1468492,2024,10-K,2024/QTR3/20240729_10-K_edgar_data_1468492_0000950170-24-087271.txt,6,12,Other,Speculative,Speculative,,
feb865e23343b02a,3529591ea2a0bbbc,3529591ea2a0bbbc,664ac1c908e0538b,Conduct data analysis and AI required to build the disease detection compound libraries suitable for use with the AMMST.,1001907,2024,10-K,2024/QTR3/20240920_10-K_edgar_data_1001907_0001437749-24-029650.txt,1,12,Other,Speculative,Speculative,,
a07133e18416473b,49fac59fad5624d3,49fac59fad5624d3,00b7f669d50a2cec,These clients are consciously evaluating potential areas where AI-enabled technologies could be utilized in the future.,1720420,2024,10-K,2024/QTR3/20240912_10-K_edgar_data_1720420_0001720420-24-000042.txt,8,12,Other,Speculative,Speculative,,
116cce8be541d373,4f0b5b90a8028d28,4f0b5b90a8028d28,87308d0180b7765c,"In particular, we seek not only to deliver size recommendations but to provide a robust, end-to-end,artificial intelligence, or AI-driven platform that inspires consumer confidence and drives revenue growth by providing a superior consumer journey to both online and the brick and mortar stores.",1211805,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1211805_0001493152-24-012542.txt,3,12,Other,Speculative,Speculative,,
73b21526e0018334,6687ff9d0220c3c1,6687ff9d0220c3c1,273dee4547765cb6,"Additionally, accelerating AI trends could catalyze the smartphone transformation with incremental content driving unprecedented functional and physical densities.",4127,2024,10-K,2024/QTR4/20241115_10-K_edgar_data_4127_0000004127-24-000131.txt,4,12,Other,Speculative,Speculative,,
ad8707ae5941ae47,68ad332ceed3db98,68ad332ceed3db98,7c7440a6fa28f721,"To achieve this, we will focus on the following strategic initiatives: Create best-in-class customer experiences across channels through modern technology that incorporates AI, automation, and product management that drives personalized journeys across all touchpoints.",1040130,2024,10-K,2024/QTR2/20240614_10-K_edgar_data_1040130_0001040130-24-000046.txt,3,12,Other,Speculative,Speculative,,
f7a9d8ed21ba97ab,6c457c2fff577088,6c457c2fff577088,7f149b24b4a063a6,"We plan to build Earth-2, a digital twin of the Earth on NVIDIA AI and NVIDIA Omniverse platforms.",1045810,2024,10-K,2024/QTR1/20240221_10-K_edgar_data_1045810_0001045810-24-000029.txt,56,12,Other,Speculative,Speculative,,
340853d709783eff,6cec88875b633a35,6cec88875b633a35,b15d0aa3edae02e0,"The opportunity to collect data points over time could enable the development of business and insurance liability benchmarking, and through AI, powerful guidance for perpetual safety improvement (and associated cost savings capture).",1425627,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1425627_0001477932-24-001629.txt,1,12,Other,Speculative,Speculative,,
ee547e9cf8ebef9a,6d613517920a4894,6d613517920a4894,8958039040583169,"The Company is building and expects to use systems and tools that incorporate AI-based technologies, including generative AI, for its customers and workforce.",104889,2024,10-K,2024/QTR1/20240223_10-K_edgar_data_104889_0000104889-24-000010.txt,10,12,Other,Speculative,Speculative,,
161b978ae89939b1,73a9a80460c3fde0,73a9a80460c3fde0,fbf1e648f8dce257,"For example, as automation, artificial intelligence and similar technological advancements continue to evolve, we may need to compete for talent that is familiar with these advancements in technologies in order to compete effectively with our industry peers.",1018840,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1018840_0001018840-24-000019.txt,3,12,Other,Speculative,Speculative,,
5719568097f4076c,743516ddbc4914f6,743516ddbc4914f6,f88df2ac0d8ae86b,IBio continues to seek out opportunities for future collaborations using the Company's AI Discovery Platform.,1420720,2024,10-K,2024/QTR3/20240920_10-K_edgar_data_1420720_0001420720-24-000038.txt,35,12,Other,Speculative,Speculative,,
8e50645be7ce70dc,78396ddc85221989,78396ddc85221989,7598cdd1dc7647ff,"Advancements in technology, such as advanced safety systems; automated package sorting, handling, and delivery; autonomous delivery; third-party supply chain insight and management; artificial intelligence; vehicle platooning; alternative fuel vehicles; and digitization of freight services, may necessitate that we increase investments in order to remain competitive, and our customers may not be willing to accept higher rates to cover the cost of these investments.",1048911,2024,10-K,2024/QTR3/20240715_10-K_edgar_data_1048911_0000950170-24-083577.txt,13,12,Other,Speculative,Speculative,,
2cf94034515996ba,7929d04e0d64b134,7929d04e0d64b134,edae0c0aeccc3250,"By harnessing the power of our modular system, AI capabilities, and innovative software, we are redefining the future of security technology and delivering unparalleled protection to our clients.",1885849,2024,10-K,2024/QTR4/20241002_10-K_edgar_data_1885849_0001885849-24-000015.txt,5,12,Other,Speculative,Speculative,,
a37a2f892132db1b,7c3bc0ff7f98b447,7c3bc0ff7f98b447,e574f720ec83c9a4,"Here are some of the technologies that we intend successfully to implement in our mobile application (during 1-18 months): Improvement of the implemented AI technology: The app will provide Implemented AI technology that is in the process of being fully implemented, revision and will undergo continuous refinement and improvement to ensure the highest level of performance.",1978111,2024,10-K,2024/QTR4/20241009_10-K_edgar_data_1978111_0001683168-24-007024.txt,5,12,Other,Speculative,Speculative,,
b15fd04cb076182e,80cf4a6334cba61a,80cf4a6334cba61a,5f33da566a302435,"The ongoing development of AI and machine learning, algorithms, sensors, and flight control systems paves the way for fully autonomous eVTOL services in the future.",1481504,2024,10-K,2024/QTR4/20241008_10-K_edgar_data_1481504_0001477932-24-006252.txt,3,12,Other,Speculative,Speculative,,
c42e42dc5925e1ea,82b2d2b0d27928d2,82b2d2b0d27928d2,57077ab820d1730f,"Dr. Bunting has other ongoing active business investments in the evolving internet artificial intelligence industry, as it relates to marketing and advertising.",1103795,2024,10-K,2024/QTR2/20240409_10-K_edgar_data_1103795_0001683168-24-002236.txt,1,12,Other,Speculative,Speculative,,
30800c922b72d436,8841c17407b5b230,8841c17407b5b230,012872fb0537f778,"For example, we will continue to enhance certain of our machine learning models to improve our customer capture and segmentation capabilities.",1116132,2024,10-K,2024/QTR3/20240815_10-K_edgar_data_1116132_0001116132-24-000018.txt,1,12,Other,Speculative,Speculative,,
4fdd921567262aa7,98d4d4d8518e4af0,98d4d4d8518e4af0,85f04cee619d3317,"Moreover, we expect our expenses to increase significantly in connection with our ongoing activities, including the continuing increase in our technological capabilities with respect to IoT, machine learning, and artificial intelligence.",1854275,2024,10-K,2024/QTR3/20240712_10-K_edgar_data_1854275_0001213900-24-060948.txt,5,12,Other,Speculative,Speculative,,
99fb6b4a1fe496ec,9988636d186ccbba,9988636d186ccbba,e818526dc57f9e4f,"AI speech synthesis that will allow our AI to learn from voice recordings through specialized vocabulary, that will eventually be able to read unrecorded sentences in the voice of whichever celebrity a user may choose.",1911545,2024,10-K,2024/QTR3/20240716_10-K_edgar_data_1911545_0001213900-24-061514.txt,3,12,Other,Speculative,Speculative,,
9f0d06a89f4bbb0e,99a01e0452e41400,99a01e0452e41400,6e9c107b32c17f8b,"Overview Roadzen Inc. is a leading Insurtech company on a mission to transform global auto insurance powered by advanced artificial intelligence (""AI"").",1868640,2024,10-K,2024/QTR3/20240701_10-K_edgar_data_1868640_0000950170-24-079647.txt,3,12,Other,Speculative,Speculative,,
c5cc6d47559fbc4a,9bc0132047e5932a,9bc0132047e5932a,e76d9a50ad104e61,We believe our strategic alignment with leading vendors in this space will position MSC well for a future where AI technology will be integrated into many aspects of MSC's business.,1003078,2024,10-K,2024/QTR4/20241024_10-K_edgar_data_1003078_0001003078-24-000107.txt,4,12,Other,Speculative,Speculative,,
bb39b8d259b79f4d,a151b9e35859d534,a151b9e35859d534,c60a6f3c116164ab,"JLL's technology strategy is to build, buy, partner and invest to curate an industry-leading technology portfolio that extends seamlessly into the generative AI era.",1037976,2024,10-K,2024/QTR1/20240227_10-K_edgar_data_1037976_0001037976-24-000010.txt,5,12,Other,Speculative,Speculative,,
dec17455e80df4b8,c1893bcf4fffa083,c1893bcf4fffa083,5b5721dc9ba6a21e,"The process continues by acquiring building data to analyze energy consumption to quickly identify savings (and hence, improved NOI) with intelligent machine learning.",1108645,2024,10-K,2024/QTR2/20240401_10-K_edgar_data_1108645_0001477932-24-001631.txt,1,12,Other,Speculative,Speculative,,
0ab24d03c8239142,c76d591489724f5f,c76d591489724f5f,04c7039933b959aa,"Additionally, the proliferation of generative AI applications is expected to accelerate the creation of digital content such as text, images and video over the long-term.",1137789,2024,10-K,2024/QTR3/20240802_10-K_edgar_data_1137789_0001137789-24-000068.txt,5,12,Other,Speculative,Speculative,,
94c97b681df168d2,caaa6a080244e626,caaa6a080244e626,7b0b679a7a75bda9,We also believe the introduction of generative AI signifies a transformative era that is set to drive growth for us and our clients.,1467373,2024,10-K,2024/QTR4/20241010_10-K_edgar_data_1467373_0001467373-24-000278.txt,7,12,Other,Speculative,Speculative,,
80caa57828eb93f1,d738abe8ea46acec,d738abe8ea46acec,8078257eed840357,"While we may pursue an acquisition opportunity in the Electric Vehicles, Artificial Intelligence, Machine Learning and Robotics EV-AI-ML-R industry or sector, we intend to focus on: (1) businesses that source, design, develop, manufacture and distribute high-performance, affordable and fully electric vehicles; and (2) businesses that design, manufacture, install and sell Power Controls, Battery Technology, Wireless Technology, and Residential utility meters and remote, mission-critical devices mostly engineered using Artificial Intelligence, Machine Learning and Robotic technologies.",1084475,2024,10-K,2024/QTR2/20240417_10-K_edgar_data_1084475_0001493152-24-015039.txt,4,12,Other,Speculative,Speculative,,
02578338add32948,df42379864a36f3b,df42379864a36f3b,2387103833acfbe8,"In the future, we directly or through our third-party provided information technology systems or software may incorporate artificial intelligence AI capabilities into our business.",1052752,2024,10-K,2024/QTR1/20240215_10-K_edgar_data_1052752_0000950170-24-015982.txt,1,12,Other,Speculative,Speculative,,
105f3b5a348c31a2,e65f490dbe214fd0,e65f490dbe214fd0,98c50baf6f6271ea,"Plan of Operation We devote substantial efforts to enter into new-emerging application industries of Internet Technology, Artificial Intelligence (AI) and the Internet of Things (IOT).",1438461,2024,10-K,2024/QTR3/20240715_10-K_edgar_data_1438461_0001640334-24-001102.txt,2,12,Other,Speculative,Speculative,,
43382978f1fd3371,e742fc65df21f7ad,e742fc65df21f7ad,c4d4292a2ec018d9,"Our Business Objectives and Growth Strategies Our principal business objective is to maximize stockholder returns through a combination of (1) acquisition and rollup of profitable Artificial Intelligence, Machine Learning, Robotics, and digital assets across the United States of America (2) sustainable long-term growth in cash flows from increased profits, which we hope to pass on to stockholders in the form of distributions, and (3) potential long-term appreciation in the value of our businesses through process optimization and financial engineering.",1049011,2024,10-K,2024/QTR2/20240418_10-K_edgar_data_1049011_0001493152-24-015154.txt,2,12,Other,Speculative,Speculative,,
1a074f393fc0c04a,f106467bc3b0f7bc,f106467bc3b0f7bc,3f1206a26b863eeb,We believe that one of the most significant drivers of longer-term wearable display market adoption that will change the future of computing and result in broad adoption of AR in smaller wearable packages will be the augmentation of the real world with cloud-based information and AI.,1463972,2024,10-K,2024/QTR2/20240415_10-K_edgar_data_1463972_0001558370-24-005117.txt,5,12,Other,Speculative,Speculative,,
02889477d45ae650,f36dda5a226f77d0,f36dda5a226f77d0,210a47757b1a11e0,The Company may adopt and integrate generative artificial intelligence tools into our systems for specific use cases reviewed by legal and information security.,1053691,2024,10-K,2024/QTR1/20240329_10-K_edgar_data_1053691_0001437749-24-010064.txt,3,12,Other,Speculative,Speculative,,
c461cbc7fa420b4d,fb140caa6d93e088,fb140caa6d93e088,7ee76409a5f3c861,"These development opportunities are available through live employee events like Technology Days dedicated to exploring new ideas, such as Generative AI.",1048695,2024,10-K,2024/QTR4/20241118_10-K_edgar_data_1048695_0001048695-24-000185.txt,12,12,Other,Speculative,Speculative,,
a04147d1eb865224,fe05af09668c563d,fe05af09668c563d,d60fcf1bd3a5a503,"By affirming our development path and product road map, we expect to file several new patents for novel technologies which we expect to launch in the future, including next generation electric tankless technologies along which will be designed to work with technologies that are able to employ artificial intelligence to help reduce water and energy consumption.",1429393,2024,10-K,2024/QTR2/20240626_10-K_edgar_data_1429393_0001477932-24-003883.txt,1,12,Other,Speculative,Speculative,,
887b5b7b3f92667d,966d3309fbe43b6f,966d3309fbe43b6f,0bd4675009165f2d,"XENE Acquisition On February 7, 2024, SG DevCorp closed its acquisition of Majestic World Holdings, a real estate technology firm and owner of the Xene AI Software platform XENE Platform .",1023994,2024,10-K,2024/QTR2/20240507_10-K_edgar_data_1023994_0001213900-24-040541.txt,1,3,Manuf,Actionable,Actionable,,
8879d1d385f10adf,ac6c2a94d410ab5d,ac6c2a94d410ab5d,8a565a36583fdb5d,"Our global strategy is to deliver higher value by focusing on the following strategic priorities: Invest in high-growth technologies such as hybrid cloud, security, data analytics, artificial intelligence (""AI""), hyperscale infrastructure, and services.",1177394,2024,10-K,2024/QTR1/20240126_10-K_edgar_data_1177394_0001177394-24-000014.txt,1,9,Shops,Speculative,Speculative,,
